x	Disp
6.735	-0.1319259
6.74	-0.1322331
6.745	-0.1325296
6.75	-0.1328151
6.755	-0.1330897
6.76	-0.1333534
6.765	-0.1336061
6.77	-0.1338478
6.775	-0.1340785
6.78	-0.134298
6.785	-0.1345065
6.79	-0.1347038
6.795	-0.1348899
6.8	-0.1350648
6.805	-0.1352285
6.81	-0.135381
6.815	-0.1355221
6.82	-0.135652
6.825	-0.1357705
6.83	-0.1358777
6.835	-0.1359735
6.84	-0.1360579
6.845	-0.1361309
6.85	-0.1361925
6.855	-0.1362427
6.86	-0.1362814
6.865	-0.1363086
6.87	-0.1363243
6.875	-0.1363285
6.88	-0.1363212
6.885	-0.1363024
6.89	-0.1362721
6.895	-0.1362302
6.9	-0.1361767
6.905	-0.1361117
6.91	-0.1360352
6.915	-0.1359471
6.92	-0.1358474
6.925	-0.1357361
6.93	-0.1356133
6.935	-0.1354789
6.94	-0.135333
6.945	-0.1351754
6.95	-0.1350063
6.955	-0.1348257
6.96	-0.1346335
6.965	-0.1344297
6.97	-0.1342144
6.975	-0.1339876
6.98	-0.1337492
6.985	-0.1334994
6.99	-0.133238
6.995	-0.1329652
7	-0.1326809
7.005	-0.1323851
7.01	-0.1320779
7.015	-0.1317592
7.02	-0.1314292
7.025	-0.1310877
7.03	-0.1307349
7.035	-0.1303707
7.04	-0.1299953
7.045	-0.1296085
7.05	-0.1292104
7.055	-0.1288011
7.06	-0.1283805
7.065	-0.1279488
7.07	-0.1275059
7.075	-0.1270518
7.08	-0.1265866
7.085	-0.1261104
7.09	-0.1256231
7.095	-0.1251247
7.1	-0.1246154
7.105	-0.1240952
7.11	-0.123564
7.115	-0.123022
7.12	-0.1224691
7.125	-0.1219054
7.13	-0.121331
7.135	-0.1207458
7.14	-0.12015
7.145	-0.1195436
7.15	-0.1189265
7.155	-0.1182989
7.16	-0.1176609
7.165	-0.1170123
7.17	-0.1163534
7.175	-0.1156841
7.18	-0.1150045
7.185	-0.1143146
7.19	-0.1136146
7.195	-0.1129043
7.2	-0.112184
7.205	-0.1114537
7.21	-0.1107133
7.215	-0.109963
7.22	-0.1092029
7.225	-0.1084329
7.23	-0.1076531
7.235	-0.1068637
7.24	-0.1060646
7.245	-0.1052559
7.25	-0.1044377
7.255	-0.10361
7.26	-0.102773
7.265	-0.1019266
7.27	-0.1010709
7.275	-0.100206
7.28	-0.09933205
7.285	-0.09844899
7.29	-0.09755693
7.295	-0.09665594
7.3	-0.0957461
7.305	-0.09482746
7.31	-0.09390011
7.315	-0.09296411
7.32	-0.09201954
7.325	-0.09106647
7.33	-0.09010498
7.335	-0.08913514
7.34	-0.08815703
7.345	-0.08717072
7.35	-0.0861763
7.355	-0.08517384
7.36	-0.08416341
7.365	-0.08314511
7.37	-0.08211901
7.375	-0.08108519
7.38	-0.08004373
7.385	-0.07899471
7.39	-0.07793823
7.395	-0.07687436
7.4	-0.07580319
7.405	-0.0747248
7.41	-0.07363928
7.415	-0.07254671
7.42	-0.07144719
7.425	-0.0703408
7.43	-0.06922762
7.435	-0.06810776
7.44	-0.06698129
7.445	-0.06584831
7.45	-0.06470891
7.455	-0.06356318
7.46	-0.06241121
7.465	-0.0612531
7.47	-0.06008894
7.475	-0.05891882
7.48	-0.05774283
7.485	-0.05656108
7.49	-0.05537366
7.495	-0.05418066
7.5	-0.05298217
7.505	-0.05177831
7.51	-0.05056916
7.515	-0.04935482
7.52	-0.04813539
7.525	-0.04691098
7.53	-0.04568167
7.535	-0.04444757
7.54	-0.04320878
7.545	-0.0419654
7.55	-0.04071753
7.555	-0.03946528
7.56	-0.03820874
7.565	-0.03694802
7.57	-0.03568322
7.575	-0.03441445
7.58	-0.0331418
7.585	-0.03186538
7.59	-0.03058531
7.595	-0.02930167
7.6	-0.02801458
7.605	-0.02672414
7.61	-0.02543046
7.615	-0.02413364
7.62	-0.02283379
7.625	-0.02153102
7.63	-0.02022544
7.635	-0.01891714
7.64	-0.01760625
7.645	-0.01629286
7.65	-0.01497709
7.655	-0.01365904
7.66	-0.01233883
7.665	-0.01101655
7.67	-0.009692331
7.675	-0.008366268
7.68	-0.007038476
7.685	-0.005709062
7.69	-0.004378139
7.695	-0.003045815
7.7	-0.001712202
7.705	-0.000377409
7.71	0.000958453
7.715	0.002295272
7.72	0.003632938
7.725	0.00497134
7.73	0.006310367
7.735	0.007649906
7.74	0.008989847
7.745	0.01033008
7.75	0.01167049
7.755	0.01301096
7.76	0.0143514
7.765	0.01569167
7.77	0.01703167
7.775	0.0183713
7.78	0.01971043
7.785	0.02104896
7.79	0.02238677
7.795	0.02372375
7.8	0.02505978
7.805	0.02639477
7.81	0.02772859
7.815	0.02906113
7.82	0.03039229
7.825	0.03172194
7.83	0.03304997
7.835	0.03437629
7.84	0.03570076
7.845	0.03702329
7.85	0.03834376
7.855	0.03966205
7.86	0.04097806
7.865	0.04229167
7.87	0.04360278
7.875	0.04491127
7.88	0.04621704
7.885	0.04751996
7.89	0.04881993
7.895	0.05011684
7.9	0.05141058
7.905	0.05270104
7.91	0.05398811
7.915	0.05527168
7.92	0.05655163
7.925	0.05782786
7.93	0.05910027
7.935	0.06036873
7.94	0.06163315
7.945	0.06289341
7.95	0.0641494
7.955	0.06540102
7.96	0.06664817
7.965	0.06789072
7.97	0.06912858
7.975	0.07036163
7.98	0.07158977
7.985	0.0728129
7.99	0.07403091
7.995	0.07524369
8	0.07645113
8.005	0.07765314
8.01	0.0788496
8.015	0.08004042
8.02	0.08122548
8.025	0.08240469
8.03	0.08357794
8.035	0.08474513
8.04	0.08590616
8.045	0.08706092
8.05	0.08820931
8.055	0.08935123
8.06	0.09048658
8.065	0.09161526
8.07	0.09273716
8.075	0.0938522
8.08	0.09496027
8.085	0.09606127
8.09	0.09715511
8.095	0.09824168
8.1	0.09932088
8.105	0.1003926
8.11	0.1014568
8.115	0.1025134
8.12	0.1035622
8.125	0.1046031
8.13	0.1056362
8.135	0.1066612
8.14	0.1076781
8.145	0.1086867
8.15	0.1096871
8.155	0.1106791
8.16	0.1116625
8.165	0.1126375
8.17	0.1136037
8.175	0.1145612
8.18	0.1155098
8.185	0.1164495
8.19	0.1173802
8.195	0.1183018
8.2	0.1192142
8.205	0.1201174
8.21	0.1210111
8.215	0.1218955
8.22	0.1227703
8.225	0.1236355
8.23	0.124491
8.235	0.1253367
8.24	0.1261726
8.245	0.1269986
8.25	0.1278146
8.255	0.1286204
8.26	0.1294161
8.265	0.1302016
8.27	0.1309768
8.275	0.1317415
8.28	0.1324958
8.285	0.1332396
8.29	0.1339728
8.295	0.1346952
8.3	0.135407
8.305	0.1361079
8.31	0.1367979
8.315	0.137477
8.32	0.138145
8.325	0.1388019
8.33	0.1394477
8.335	0.1400823
8.34	0.1407056
8.345	0.1413175
8.35	0.141918
8.355	0.142507
8.36	0.1430846
8.365	0.1436505
8.37	0.1442047
8.375	0.1447473
8.38	0.1452781
8.385	0.1457971
8.39	0.1463042
8.395	0.1467993
8.4	0.1472825
8.405	0.1477537
8.41	0.1482128
8.415	0.1486597
8.42	0.1490945
8.425	0.149517
8.43	0.1499272
8.435	0.1503252
8.44	0.1507107
8.445	0.1510839
8.45	0.1514446
8.455	0.1517928
8.46	0.1521285
8.465	0.1524516
8.47	0.1527621
8.475	0.1530599
8.48	0.153345
8.485	0.1536175
8.49	0.1538771
8.495	0.154124
8.5	0.1543581
8.505	0.1545793
8.51	0.1547876
8.515	0.1549831
8.52	0.1551656
8.525	0.1553351
8.53	0.1554916
8.535	0.1556352
8.54	0.1557657
8.545	0.1558831
8.55	0.1559875
8.555	0.1560787
8.56	0.1561569
8.565	0.1562219
8.57	0.1562738
8.575	0.1563125
8.58	0.156338
8.585	0.1563504
8.59	0.1563495
8.595	0.1563355
8.6	0.1563082
8.605	0.1562677
8.61	0.156214
8.615	0.156147
8.62	0.1560668
8.625	0.1559733
8.63	0.1558666
8.635	0.1557467
8.64	0.1556135
8.645	0.155467
8.65	0.1553074
8.655	0.1551344
8.66	0.1549483
8.665	0.1547489
8.67	0.1545363
8.675	0.1543105
8.68	0.1540715
8.685	0.1538193
8.69	0.1535539
8.695	0.1532754
8.7	0.1529837
8.705	0.1526789
8.71	0.152361
8.715	0.15203
8.72	0.1516859
8.725	0.1513287
8.73	0.1509586
8.735	0.1505754
8.74	0.1501792
8.745	0.1497701
8.75	0.149348
8.755	0.1489131
8.76	0.1484652
8.765	0.1480046
8.77	0.1475311
8.775	0.1470448
8.78	0.1465458
8.785	0.146034
8.79	0.1455096
8.795	0.1449726
8.8	0.1444229
8.805	0.1438607
8.81	0.143286
8.815	0.1426988
8.82	0.1420991
8.825	0.1414871
8.83	0.1408627
8.835	0.1402261
8.84	0.1395771
8.845	0.138916
8.85	0.1382427
8.855	0.1375573
8.86	0.1368599
8.865	0.1361504
8.87	0.135429
8.875	0.1346958
8.88	0.1339506
8.885	0.1331938
8.89	0.1324252
8.895	0.1316449
8.9	0.130853
8.905	0.1300496
8.91	0.1292348
8.915	0.1284085
8.92	0.1275708
8.925	0.1267219
8.93	0.1258618
8.935	0.1249905
8.94	0.1241082
8.945	0.1232148
8.95	0.1223105
8.955	0.1213954
8.96	0.1204694
8.965	0.1195327
8.97	0.1185854
8.975	0.1176275
8.98	0.1166591
8.985	0.1156803
8.99	0.1146911
8.995	0.1136917
9	0.1126821
9.005	0.1116625
9.01	0.1106327
9.015	0.1095931
9.02	0.1085436
9.025	0.1074844
9.03	0.1064154
9.035	0.1053369
9.04	0.1042488
9.045	0.1031514
9.05	0.1020446
9.055	0.1009285
9.06	0.09980334
9.065	0.09866909
9.07	0.09752587
9.075	0.09637378
9.08	0.0952129
9.085	0.09404334
9.09	0.09286518
9.095	0.09167853
9.1	0.09048348
9.105	0.08928013
9.11	0.08806857
9.115	0.08684891
9.12	0.08562124
9.125	0.08438567
9.13	0.0831423
9.135	0.08189122
9.14	0.08063255
9.145	0.07936638
9.15	0.07809281
9.155	0.07681196
9.16	0.07552393
9.165	0.07422882
9.17	0.07292674
9.175	0.07161779
9.18	0.07030209
9.185	0.06897975
9.19	0.06765086
9.195	0.06631555
9.2	0.06497391
9.205	0.06362608
9.21	0.06227214
9.215	0.06091222
9.22	0.05954642
9.225	0.05817487
9.23	0.05679767
9.235	0.05541494
9.24	0.05402679
9.245	0.05263334
9.25	0.0512347
9.255	0.04983099
9.26	0.04842232
9.265	0.04700881
9.27	0.04559059
9.275	0.04416776
9.28	0.04274045
9.285	0.04130877
9.29	0.03987284
9.295	0.03843278
9.3	0.03698872
9.305	0.03554077
9.31	0.03408905
9.315	0.03263368
9.32	0.03117479
9.325	0.02971249
9.33	0.02824691
9.335	0.02677818
9.34	0.0253064
9.345	0.02383171
9.35	0.02235423
9.355	0.02087408
9.36	0.01939139
9.365	0.01790628
9.37	0.01641887
9.375	0.0149293
9.38	0.01343767
9.385	0.01194412
9.39	0.01044878
9.395	0.008951764
9.4	0.007453203
9.405	0.005953222
9.41	0.004451946
9.415	0.002949502
9.42	0.001446015
9.425	-5.83878E-05
9.43	-0.00156358
9.435	-0.003069436
9.44	-0.004575829
9.445	-0.006082631
9.45	-0.007589717
9.455	-0.00909696
9.46	-0.01060423
9.465	-0.01211141
9.47	-0.01361836
9.475	-0.01512495
9.48	-0.01663108
9.485	-0.01813659
9.49	-0.01964137
9.495	-0.0211453
9.5	-0.02264823
9.505	-0.02415006
9.51	-0.02565064
9.515	-0.02714985
9.52	-0.02864758
9.525	-0.03014368
9.53	-0.03163803
9.535	-0.03313051
9.54	-0.03462099
9.545	-0.03610934
9.55	-0.03759544
9.555	-0.03907917
9.56	-0.04056038
9.565	-0.04203897
9.57	-0.0435148
9.575	-0.04498775
9.58	-0.04645769
9.585	-0.04792451
9.59	-0.04938806
9.595	-0.05084823
9.6	-0.0523049
9.605	-0.05375794
9.61	-0.05520723
9.615	-0.05665264
9.62	-0.05809405
9.625	-0.05953134
9.63	-0.06096438
9.635	-0.06239305
9.64	-0.06381723
9.645	-0.0652368
9.65	-0.06665164
9.655	-0.06806162
9.66	-0.06946662
9.665	-0.07086653
9.67	-0.07226122
9.675	-0.07365058
9.68	-0.07503448
9.685	-0.07641281
9.69	-0.07778544
9.695	-0.07915226
9.7	-0.08051315
9.705	-0.081868
9.71	-0.08321668
9.715	-0.08455909
9.72	-0.0858951
9.725	-0.08722459
9.73	-0.08854747
9.735	-0.0898636
9.74	-0.09117288
9.745	-0.09247519
9.75	-0.09377042
9.755	-0.09505845
9.76	-0.09633918
9.765	-0.0976125
9.77	-0.09887829
9.775	-0.1001364
9.78	-0.1013868
9.785	-0.1026294
9.79	-0.103864
9.795	-0.1050905
9.8	-0.1063088
9.805	-0.1075188
9.81	-0.1087205
9.815	-0.1099136
9.82	-0.1110982
9.825	-0.112274
9.83	-0.1134411
9.835	-0.1145992
9.84	-0.1157483
9.845	-0.1168883
9.85	-0.118019
9.855	-0.1191405
9.86	-0.1202525
9.865	-0.121355
9.87	-0.1224479
9.875	-0.1235311
9.88	-0.1246044
9.885	-0.1256679
9.89	-0.1267214
9.895	-0.1277648
9.9	-0.1287979
9.905	-0.1298209
9.91	-0.1308334
9.915	-0.1318355
9.92	-0.132827
9.925	-0.1338079
9.93	-0.134778
9.935	-0.1357374
9.94	-0.1366858
9.945	-0.1376232
9.95	-0.1385496
9.955	-0.1394648
9.96	-0.1403687
9.965	-0.1412613
9.97	-0.1421425
9.975	-0.1430123
9.98	-0.1438704
9.985	-0.1447169
9.99	-0.1455517
9.995	-0.1463746
10	-0.1471857
10.005	-0.1479848
