x	Dis
1.065	-0.51647289
1.07	-0.51647129
1.075	-0.516037777
1.08	-0.515169459
1.085	-0.513863765
1.09	-0.512118457
1.095	-0.50993163
1.1	-0.507301722
1.105	-0.504227519
1.11	-0.500708165
1.115	-0.496743165
1.12	-0.492332398
1.125	-0.487476128
1.13	-0.482175007
1.135	-0.476430096
1.14	-0.470242871
1.145	-0.463615236
1.15	-0.456549538
1.155	-0.44904857
1.16	-0.441115593
1.165	-0.432754332
1.17	-0.423968995
1.175	-0.41476427
1.18	-0.405145331
1.185	-0.395117839
1.19	-0.384687939
1.195	-0.373862257
1.2	-0.362647889
1.205	-0.351052399
1.21	-0.339083802
1.215	-0.326750558
1.22	-0.314061556
1.225	-0.301026105
1.23	-0.28765392
1.235	-0.273955112
1.24	-0.259940183
1.245	-0.24562001
1.25	-0.231005841
1.255	-0.216109287
1.26	-0.200942315
1.265	-0.18551724
1.27	-0.169846717
1.275	-0.153943728
1.28	-0.137821576
1.285	-0.121493871
1.29	-0.104974514
1.295	-0.088277683
1.3	-0.071417817
1.305	-0.054409596
1.31	-0.037267925
1.315	-0.020007913
1.32	-0.002644852
1.325	0.0148058
1.33	0.03232844
1.335	0.049907338
1.34	0.067526658
1.345	0.085170474
1.35	0.102822791
1.355	0.120467557
1.36	0.138088686
1.365	0.15567007
1.37	0.173195598
1.375	0.190649174
1.38	0.208014732
1.385	0.225276256
1.39	0.242417799
1.395	0.259423505
1.4	0.276277622
1.405	0.292964534
1.41	0.309468771
1.415	0.325775035
1.42	0.341868221
1.425	0.357733431
1.43	0.373355992
1.435	0.388721474
1.44	0.403815701
1.445	0.418624758
1.45	0.433135008
1.455	0.447333091
1.46	0.461205934
1.465	0.474740751
1.47	0.487925053
1.475	0.50074664
1.48	0.513193615
1.485	0.525254376
1.49	0.536917623
1.495	0.548172362
1.5	0.559007907
1.505	0.569413882
1.51	0.579380229
1.515	0.588897214
1.52	0.597955429
1.525	0.6065458
1.53	0.614659594
1.535	0.622288426
1.54	0.629424262
1.545	0.63605943
1.55	0.642186619
1.555	0.647798893
1.56	0.65288969
1.565	0.65745283
1.57	0.66148252
1.575	0.664973361
1.58	0.667920352
1.585	0.670318902
1.59	0.672164831
1.595	0.673454383
1.6	0.674184235
1.605	0.674351505
1.61	0.673953765
1.615	0.672989052
1.62	0.671455877
1.625	0.66935324
1.63	0.666680638
1.635	0.663438076
1.64	0.659626077
1.645	0.655245691
1.65	0.650298501
1.655	0.644786627
1.66	0.638712735
1.665	0.632080036
1.67	0.624892286
1.675	0.617153792
1.68	0.608869406
1.685	0.600044524
1.69	0.590685085
1.695	0.580797565
1.7	0.570388974
1.705	0.559466851
1.71	0.548039259
1.715	0.536114779
1.72	0.523702504
1.725	0.510812032
1.73	0.497453459
1.735	0.483637372
1.74	0.469374837
1.745	0.454677394
1.75	0.43955704
1.755	0.424026224
1.76	0.408097829
1.765	0.39178516
1.77	0.375101927
1.775	0.358062233
1.78	0.340680554
1.785	0.322971719
1.79	0.304950899
1.795	0.286633584
1.8	0.268035563
1.805	0.249172912
1.81	0.230061967
1.815	0.210719313
1.82	0.191161763
1.825	0.17140634
1.83	0.151470259
1.835	0.131370909
1.84	0.111125837
1.845	0.090752727
1.85	0.070269383
1.855	0.049693711
1.86	0.029043699
1.865	0.008337399
1.87	-0.012407095
1.875	-0.033171664
1.88	-0.053938187
1.885	-0.074688559
1.89	-0.095404707
1.895	-0.116068618
1.9	-0.136662349
1.905	-0.15716805
1.91	-0.177567979
1.915	-0.19784452
1.92	-0.217980196
1.925	-0.237957686
1.93	-0.257759836
1.935	-0.277369673
1.94	-0.296770419
1.945	-0.315945497
1.95	-0.334878545
1.955	-0.353553429
1.96	-0.371954246
1.965	-0.39006534
1.97	-0.407871306
1.975	-0.425357006
1.98	-0.442507572
1.985	-0.45930842
1.99	-0.475745253
1.995	-0.491804077
2	-0.507471203
2.005	-0.522733259
2.01	-0.537577197
2.015	-0.551990297
2.02	-0.56596018
2.025	-0.57947481
2.03	-0.592522502
2.035	-0.605091929
2.04	-0.617172127
2.045	-0.628752504
2.05	-0.639822841
2.055	-0.650373308
2.06	-0.660394461
2.065	-0.669877259
2.07	-0.678813066
2.075	-0.687193662
2.08	-0.695011252
2.085	-0.702258477
2.09	-0.708928423
2.095	-0.715014629
2.1	-0.720511104
2.105	-0.725412331
2.11	-0.729713282
2.115	-0.733409426
2.12	-0.736496741
2.125	-0.738971722
2.13	-0.740831392
2.135	-0.74207331
2.14	-0.742695577
2.145	-0.742696847
2.15	-0.742076333
2.155	-0.740833809
2.16	-0.738969621
2.165	-0.736484685
2.17	-0.733380497
2.175	-0.729659131
2.18	-0.725323244
2.185	-0.720376074
2.19	-0.714821442
2.195	-0.708663753
2.2	-0.701907988
2.205	-0.694559709
2.21	-0.686625047
2.215	-0.678110702
2.22	-0.669023936
2.225	-0.659372562
2.23	-0.649164939
2.235	-0.63840996
2.24	-0.627117044
2.245	-0.615296119
2.25	-0.602957616
2.255	-0.590112448
2.26	-0.576772003
2.265	-0.562948125
2.27	-0.548653102
2.275	-0.533899648
2.28	-0.518700886
2.285	-0.503070338
2.29	-0.487021902
2.295	-0.470569841
2.3	-0.453728763
2.305	-0.436513608
2.31	-0.418939629
2.315	-0.401022374
2.32	-0.382777675
2.325	-0.364221624
2.33	-0.345370559
2.335	-0.32624105
2.34	-0.306849875
2.345	-0.287214009
2.35	-0.267350599
2.355	-0.247276956
2.36	-0.227010527
2.365	-0.206568886
2.37	-0.18596971
2.375	-0.165230767
2.38	-0.144369895
2.385	-0.123404987
2.39	-0.102353973
2.395	-0.081234805
2.4	-0.060065442
2.405	-0.03886383
2.41	-0.017647891
2.415	0.003564494
2.42	0.0247555
2.425	0.045907373
2.43	0.067002442
2.435	0.088023135
2.44	0.108951994
2.445	0.129771684
2.45	0.150465011
2.455	0.171014932
2.46	0.191404565
2.465	0.211617206
2.47	0.231636338
2.475	0.251445639
2.48	0.271028996
2.485	0.290370515
2.49	0.309454528
2.495	0.328265602
2.5	0.346788551
2.505	0.365008441
2.51	0.382910598
2.515	0.400480619
2.52	0.417704376
2.525	0.434568025
2.53	0.451058018
2.535	0.467161103
2.54	0.482864338
2.545	0.4981551
2.55	0.51302109
2.555	0.527450344
2.56	0.541431242
2.565	0.55495252
2.57	0.568003277
2.575	0.580572986
2.58	0.592651507
2.585	0.604229094
2.59	0.61529641
2.595	0.625844535
2.6	0.635864977
2.605	0.645349687
2.61	0.654291064
2.615	0.662681972
2.62	0.670515747
2.625	0.677786207
2.63	0.684487666
2.635	0.690614939
2.64	0.696163354
2.645	0.701128761
2.65	0.705507538
2.655	0.7092966
2.66	0.712493404
2.665	0.715095957
2.67	0.717102819
2.675	0.718513106
2.68	0.719326494
2.685	0.71954322
2.69	0.719164082
2.695	0.718190439
2.7	0.716624211
2.705	0.714467869
2.71	0.71172444
2.715	0.708397496
2.72	0.70449115
2.725	0.700010047
2.73	0.694959362
2.735	0.689344783
2.74	0.683172508
2.745	0.676449233
2.75	0.669182142
2.755	0.661378895
2.76	0.653047619
2.765	0.644196894
2.77	0.634835742
2.775	0.624973612
2.78	0.614620373
2.785	0.603786295
2.79	0.592482039
2.795	0.580718643
2.8	0.568507508
2.805	0.555860383
2.81	0.542789355
2.815	0.529306828
2.82	0.515425516
2.825	0.501158423
2.83	0.486518832
2.835	0.471520287
2.84	0.456176585
2.845	0.440501751
2.85	0.424510033
2.855	0.408215883
2.86	0.391633942
2.865	0.374779028
2.87	0.357666118
2.875	0.340310337
2.88	0.322726941
2.885	0.304931304
2.89	0.286938904
2.895	0.268765307
2.9	0.250426154
2.905	0.231937149
2.91	0.213314042
2.915	0.194572615
2.92	0.175728673
2.925	0.156798028
2.93	0.137796484
2.935	0.118739829
2.94	0.099643822
2.945	0.080524176
2.95	0.061396554
2.955	0.042276555
2.96	0.023179702
2.965	0.004121432
2.97	-0.014882908
2.975	-0.03381808
2.98	-0.052668954
2.985	-0.071420526
2.99	-0.09005792
2.995	-0.108566397
3	-0.126931368
3.005	-0.145138398
3.01	-0.163173214
3.015	-0.181021716
3.02	-0.198669984
3.025	-0.216104287
3.03	-0.23331109
3.035	-0.250277066
3.04	-0.2669891
3.045	-0.283434306
3.05	-0.299600029
3.055	-0.31547386
3.06	-0.331043643
3.065	-0.346297486
3.07	-0.361223775
3.075	-0.375811179
3.08	-0.390048664
3.085	-0.403925504
3.09	-0.417431292
3.095	-0.430555951
3.1	-0.443289745
3.105	-0.455623291
3.11	-0.467547569
3.115	-0.479053933
3.12	-0.490134123
3.125	-0.500780274
3.13	-0.510984927
3.135	-0.520741037
3.14	-0.530041983
3.145	-0.538881576
3.15	-0.547254067
3.155	-0.555154155
3.16	-0.562576988
3.165	-0.569518176
3.17	-0.575973791
3.175	-0.58194037
3.18	-0.587414918
3.185	-0.592394912
3.19	-0.596878302
3.195	-0.600863506
3.2	-0.604349415
3.205	-0.607335389
3.21	-0.609821255
3.215	-0.611807302
3.22	-0.613294281
3.225	-0.614283395
3.23	-0.614776301
3.235	-0.614775097
3.24	-0.61428232
3.245	-0.613300939
3.25	-0.611834344
3.255	-0.609886343
3.26	-0.607461151
3.265	-0.604563382
3.27	-0.601198038
3.275	-0.597370504
3.28	-0.593086533
3.285	-0.58835224
3.29	-0.583174091
3.295	-0.57755889
3.3	-0.571513773
3.305	-0.565046193
3.31	-0.558163911
3.315	-0.550874984
3.32	-0.543187758
3.325	-0.53511085
3.33	-0.526653142
3.335	-0.517823768
3.34	-0.508632105
3.345	-0.499087758
3.35	-0.489200551
3.355	-0.478980516
3.36	-0.468437883
3.365	-0.457583066
3.37	-0.446426653
3.375	-0.434979398
3.38	-0.423252204
3.385	-0.41125612
3.39	-0.399002324
3.395	-0.386502115
3.4	-0.373766902
3.405	-0.360808196
3.41	-0.347637596
3.415	-0.334266785
3.42	-0.320707514
3.425	-0.306971598
3.43	-0.293070902
3.435	-0.27901734
3.44	-0.264822857
3.445	-0.250499428
3.45	-0.236059047
3.455	-0.22151372
3.46	-0.206875455
3.465	-0.192156258
3.47	-0.177368126
3.475	-0.162523035
3.48	-0.147632937
3.485	-0.132709752
3.49	-0.117765362
3.495	-0.1028116
3.5	-0.087860248
3.505	-0.072923027
3.51	-0.058011588
3.515	-0.043137511
3.52	-0.028312289
3.525	-0.013547328
3.53	0.001146065
3.535	0.01575669
3.54	0.030273459
3.545	0.04468541
3.55	0.058981708
3.555	0.073151661
3.56	0.087184723
3.565	0.101070507
3.57	0.114798794
3.575	0.128359539
3.58	0.141742885
3.585	0.154939169
3.59	0.167938933
3.595	0.180732934
3.6	0.193312152
3.605	0.205667802
3.61	0.217791341
3.615	0.229674478
3.62	0.241309184
3.625	0.252687699
3.63	0.263802539
3.635	0.274646507
3.64	0.285212701
3.645	0.295494515
3.65	0.305485654
3.655	0.315180133
3.66	0.324572283
3.665	0.333656763
3.67	0.342428552
3.675	0.350882965
3.68	0.359015647
3.685	0.366822578
3.69	0.374300076
3.695	0.381444797
3.7	0.388253735
3.705	0.394724219
3.71	0.400853918
3.715	0.406640835
3.72	0.412083304
3.725	0.417179992
3.73	0.421929891
3.735	0.426332315
3.74	0.430386898
3.745	0.434093587
3.75	0.437452637
3.755	0.440464605
3.76	0.443130348
3.765	0.445451008
3.77	0.447428014
3.775	0.449063071
3.78	0.450358153
3.785	0.451315497
3.79	0.451937594
3.795	0.452227182
3.8	0.452187239
3.805	0.451820976
3.81	0.451131826
3.815	0.45012344
3.82	0.448799678
3.825	0.447164601
3.83	0.445222462
3.835	0.442977703
3.84	0.440434943
3.845	0.437598972
3.85	0.434474746
3.855	0.431067377
3.86	0.427382127
3.865	0.423424402
3.87	0.419199744
3.875	0.414713826
3.88	0.409972445
3.885	0.404981514
3.89	0.399747059
3.895	0.394275211
3.9	0.3885722
3.905	0.382644352
3.91	0.376498081
3.915	0.370139884
3.92	0.363576335
3.925	0.356814085
3.93	0.349859849
3.935	0.34272041
3.94	0.335402605
3.945	0.327913328
3.95	0.320259524
3.955	0.31244818
3.96	0.304486327
3.965	0.29638103
3.97	0.288139387
3.975	0.279768527
3.98	0.271275598
3.985	0.26266777
3.99	0.253952228
3.995	0.245136167
4	0.236226789
4.005	0.227231297
4.01	0.218156893
4.015	0.209010769
4.02	0.199800107
4.025	0.190532071
4.03	0.181213803
4.035	0.171852417
4.04	0.162454995
4.045	0.153028582
4.05	0.143580176
4.055	0.13411673
4.06	0.124645136
4.065	0.11517223
4.07	0.105704775
4.075	0.096249464
4.08	0.086812908
4.085	0.077401628
4.09	0.068022057
4.095	0.058680523
4.1	0.04938325
4.105	0.040136347
4.11	0.030945806
4.115	0.021817489
4.12	0.012757129
4.125	0.003770319
4.13	-0.005137489
4.135	-0.013960997
4.14	-0.022695058
4.145	-0.031334687
4.15	-0.039875061
4.155	-0.048311528
4.16	-0.056639606
4.165	-0.06485499
4.17	-0.072953553
4.175	-0.080931347
4.18	-0.08878461
4.185	-0.096509762
4.19	-0.104103408
4.195	-0.111562338
4.2	-0.118883528
4.205	-0.126064137
4.21	-0.133101509
4.215	-0.139993168
4.22	-0.146736817
4.225	-0.153330338
4.23	-0.159771783
4.235	-0.166059378
4.24	-0.172191513
4.245	-1.78E-01
4.25	-0.183983774
4.255	-0.189641476
4.26	-0.195138861
4.265	-0.200475085
4.27	-0.205649443
4.275	-0.210661364
4.28	-0.215510405
4.285	-0.220196244
4.29	-0.224718678
4.295	-0.229077616
4.3	-0.233273073
4.305	-0.237305168
4.31	-0.241174114
4.315	-0.244880219
4.32	-0.248423876
4.325	-0.251805563
4.33	-0.255025834
4.335	-0.25808532
4.34	-0.260984721
4.345	-0.263724804
4.35	-0.266306399
4.355	-0.268730395
4.36	-0.270997738
4.365	-0.273109427
4.37	-0.275066512
4.375	-0.27687009
4.38	-0.278521304
4.385	-0.28002134
4.39	-0.281371424
4.395	-0.282572821
4.4	-0.283626834
4.405	-0.2845348
4.41	-0.28529809
4.415	-0.285918105
4.42	-0.286396278
4.425	-0.286734073
4.43	-0.286932978
4.435	-0.28699451
4.44	-0.286920212
4.445	-0.286711651
4.45	-0.286370419
4.455	-0.285898128
4.46	-0.285296416
4.465	-0.284566941
4.47	-0.283711381
4.475	-0.282731435
4.48	-0.281628821
4.485	-0.280405276
4.49	-0.279062556
4.495	-0.277602432
4.5	-0.276026694
4.505	-0.274337148
4.51	-0.272535611
4.515	-0.270623919
4.52	-0.268603919
4.525	-0.266477467
4.53	-0.264246434
4.535	-0.261912697
4.54	-0.25947814
4.545	-0.256944655
4.55	-0.254314137
4.555	-0.251588481
4.56	-0.248769584
4.565	-0.24585934
4.57	-0.242859636
4.575	-0.239772354
4.58	-0.236599364
4.585	-0.233342524
4.59	-0.230003676
4.595	-0.226584644
4.6	-0.223087231
4.605	-0.219513213
4.61	-0.215864342
4.615	-0.21214234
4.62	-0.208348895
4.625	-0.204485661
4.63	-0.200554254
4.635	-0.196556251
4.64	-0.192493189
4.645	-0.188366559
4.65	-0.184177809
4.655	-0.179928342
4.66	-0.175619513
4.665	-0.17125263
4.67	-0.166828955
4.675	-0.162349703
4.68	-0.157816042
4.685	-0.153229094
4.69	-0.148589941
4.695	-0.143899619
4.7	-0.139159126
4.705	-0.134369422
4.71	-0.129531434
4.715	-0.124646055
4.72	-0.119714153
4.725	-0.11473657
4.73	-0.109714129
4.735	-0.104647636
4.74	-0.099537885
4.745	-0.094385664
4.75	-0.089191758
4.755	-0.083956952
4.76	-0.078682042
4.765	-0.07336783
4.77	-0.068015137
4.775	-0.062624805
4.78	-0.0571977
4.785	-0.051734715
4.79	-0.046236781
4.795	-0.040704865
4.8	-0.035139973
4.805	-0.029543159
4.81	-0.023915526
4.815	-0.018258226
4.82	-0.012572469
4.825	-0.00685952
4.83	-0.001120706
4.835	0.004642585
4.84	0.0104289
4.845	0.01623672
4.85	0.02206446
4.855	0.027910465
4.86	0.033773011
4.865	0.039650304
4.87	0.045540478
4.875	0.051441598
4.88	0.057351656
4.885	0.063268576
4.89	0.069190208
4.895	0.075114334
4.9	0.081038669
4.905	0.086960857
4.91	0.092878477
4.915	0.09878904
4.92	0.104689997
4.925	0.110578734
4.93	0.116452577
4.935	0.122308794
4.94	0.128144595
4.945	0.133957137
4.95	0.139743526
4.955	0.145500817
4.96	0.151226018
4.965	0.156916094
4.97	0.162567965
4.975	0.168178517
4.98	0.173744594
4.985	0.179263011
4.99	0.184730549
4.995	0.190143962
5	0.19549998
5.005	0.200795307
5.01	0.20602663
5.015	0.211190616
5.02	0.216283918
5.025	0.221303177
5.03	0.226245021
5.035	0.231106072
5.04	0.235882945
5.045	0.240572251
5.05	0.245170598
5.055	0.249674594
5.06	0.254080848
5.065	0.258385971
5.07	0.262586579
5.075	0.266679293
5.08	0.270660741
5.085	0.274527558
5.09	0.27827639
5.095	0.281903892
5.1	0.285406732
5.105	0.288781592
5.11	0.292025165
5.115	0.295134164
5.12	0.298105317
5.125	0.300935371
5.13	0.303621096
5.135	0.306159282
5.14	0.308546745
5.145	0.310780328
5.15	0.312856906
5.155	0.314773382
5.16	0.3165267
5.165	0.318113837
5.17	0.319531817
5.175	0.320777709
5.18	0.32184863
5.185	0.322741753
5.19	0.32345431
5.195	0.323983597
5.2	0.324326977
5.205	0.324481888
5.21	0.324445845
5.215	0.324216452
5.22	0.323791397
5.225	0.323168468
5.23	0.322345555
5.235	0.321320652
5.24	0.320091869
5.245	0.318657435
5.25	0.317015704
5.255	0.31516516
5.26	0.313104424
5.265	0.310832261
5.27	0.308347582
5.275	0.305649451
5.28	0.302737091
5.285	0.299609887
5.29	0.296267392
5.295	0.292709332
5.3	0.288935609
5.305	0.284946303
5.31	0.280741681
5.315	0.276322195
5.32	0.271688488
5.325	0.266841393
5.33	0.26178194
5.335	0.256511356
5.34	0.251031066
5.345	0.245342693
5.35	0.239448062
5.355	0.2333492
5.36	0.227048333
5.365	0.220547891
5.37	0.213850504
5.375	0.206959
5.38	0.19987641
5.385	0.192605961
5.39	0.185151077
5.395	0.177515375
5.4	0.169702667
5.405	0.161716952
5.41	0.153562419
5.415	0.145243438
5.42	0.136764564
5.425	0.128130526
5.43	0.119346229
5.435	0.110416749
5.44	0.101347326
5.445	0.092143366
5.45	0.08281043
5.455	0.073354232
5.46	0.063780639
5.465	0.054095658
5.47	0.044305439
5.475	0.034416264
5.48	0.024434547
5.485	0.014366827
5.49	0.004219761
5.495	-0.005999877
5.5	-0.016285204
5.505	-0.026629233
5.51	-0.037024875
5.515	-0.047464948
5.52	-0.057942182
5.525	-0.068449218
5.53	-0.078978622
5.535	-0.089522884
5.54	-0.100074422
5.545	-0.110625594
5.55	-0.121168694
5.555	-0.131695963
5.56	-0.142199595
5.565	-0.152671733
5.57	-0.163104486
5.575	-0.173489924
5.58	-0.183820088
5.585	-0.194086994
5.59	-0.204282636
5.595	-0.214398996
5.6	-0.224428042
5.605	-0.23436174
5.61	-0.244192053
5.615	-0.253910953
5.62	-0.26351042
5.625	-0.272982452
5.63	-0.28231907
5.635	-0.291512321
5.64	-0.300554288
5.645	-0.309437094
5.65	-0.318152909
5.655	-0.326693954
5.66	-0.335052513
5.665	-0.343220935
5.67	-0.351191645
5.675	-0.358957145
5.68	-0.366510031
5.685	-0.37384299
5.69	-0.380948816
5.695	-0.387820413
5.7	-0.394450806
5.705	-0.400833146
5.71	-0.406960721
5.715	-0.412826963
5.72	-0.418425456
5.725	-0.423749943
5.73	-0.428794338
5.735	-0.433552731
5.74	-0.438019398
5.745	-0.442188808
5.75	-0.44605563
5.755	-0.449614745
5.76	-0.452861249
5.765	-0.455790463
5.77	-0.458397941
5.775	-0.460679475
5.78	-0.462631103
5.785	-0.464249116
5.79	-0.465530064
5.795	-0.466470761
5.8	-0.467068293
5.805	-0.467320019
5.81	-0.467223582
5.815	-0.466776907
5.82	-0.465978212
5.825	-0.464826006
5.83	-0.463319093
5.835	-0.461456581
5.84	-0.459237876
5.845	-0.45666269
5.85	-0.453731041
5.855	-0.450443255
5.86	-0.446799965
5.865	-0.442802113
5.87	-0.43845095
5.875	-0.433748038
5.88	-0.428695244
5.885	-0.423294745
5.89	-0.417549021
5.895	-0.411460858
5.9	-0.405033346
5.905	-0.398269871
5.91	-0.39117412
5.915	-0.383750072
5.92	-0.376002
5.925	-0.367934462
5.93	-0.359552302
5.935	-0.350860645
5.94	-0.341864891
5.945	-0.332570713
5.95	-0.322984049
5.955	-0.313111102
5.96	-0.302958334
5.965	-0.292532455
5.97	-0.281840427
5.975	-0.270889453
5.98	-0.25968697
5.985	-0.24824065
5.99	-0.236558387
5.995	-0.224648296
6	-0.212518706
6.005	-0.200178151
6.01	-0.187635369
6.015	-0.174899291
6.02	-0.161979037
6.025	-0.14888391
6.03	-0.135623388
6.035	-0.122207118
6.04	-0.108644911
6.045	-0.094946733
6.05	-0.081122697
6.055	-0.067183062
6.06	-0.053138219
6.065	-0.038998689
6.07	-0.024775113
6.075	-0.010478248
6.08	0.003881046
6.085	0.018291807
6.09	0.032742981
6.095	0.047223432
6.1	0.061721947
6.105	0.076227244
6.11	0.09072798
6.115	0.10521276
6.12	0.119670146
6.125	0.134088663
6.13	0.148456809
6.135	0.162763064
6.14	0.176995898
6.145	0.191143781
6.15	0.205195192
6.155	0.219138626
6.16	0.232962608
6.165	0.2466557
6.17	0.260206509
6.175	0.273603703
6.18	0.286836014
6.185	0.299892253
6.19	0.312761318
6.195	0.325432208
6.2	0.337894029
6.205	0.350136007
6.21	0.362147499
6.215	0.373918003
6.22	0.385437169
6.225	0.39669481
6.23	0.407680912
6.235	0.418385647
6.24	0.428799379
6.245	0.438912679
6.25	0.448716333
6.255	0.458201352
6.26	0.467358984
6.265	0.476180722
6.27	0.484658312
6.275	0.492783768
6.28	0.500549372
6.285	0.507947693
6.29	0.514971586
6.295	0.521614206
6.3	0.527869013
6.305	0.533729781
6.31	0.539190601
6.315	0.544245893
6.32	0.548890407
6.325	0.553119232
6.33	0.5569278
6.335	0.56031189
6.34	0.563267633
6.345	0.565791516
6.35	0.567880385
6.355	0.56953145
6.36	0.570742285
6.365	0.571510829
6.37	0.571835393
6.375	0.571714659
6.38	0.571147676
6.385	0.570133871
6.39	0.568673038
6.395	0.566765347
6.4	0.564411338
6.405	0.561611923
6.41	0.558368384
6.415	0.55468237
6.42	0.550555899
6.425	0.545991353
6.43	0.540991477
6.435	0.535559375
6.44	0.529698509
6.445	0.523412696
6.45	0.516706102
6.455	0.509583243
6.46	0.502048975
6.465	0.494108496
6.47	0.485767338
6.475	0.477031366
6.48	0.467906769
6.485	0.458400058
6.49	0.448518061
6.495	0.438267915
6.5	0.427657067
6.505	0.41669326
6.51	0.405384534
6.515	0.393739217
6.52	0.381765919
6.525	0.369473527
6.53	0.356871197
6.535	0.343968351
6.54	0.330774663
6.545	0.317300062
6.55	0.303554716
6.555	0.289549031
6.56	0.27529364
6.565	0.260799397
6.57	0.24607737
6.575	0.231138831
6.58	0.215995251
6.585	0.200658288
6.59	0.185139784
6.595	0.16945175
6.6	0.153606364
6.605	0.137615956
6.61	0.121493003
6.615	0.105250119
6.62	0.088900045
6.625	0.072455638
6.63	0.055929864
6.635	0.039335788
6.64	0.022686558
6.645	0.005995403
6.65	-0.010724383
6.655	-0.027459452
6.66	-0.04419641
6.665	-0.060921829
6.67	-0.077622262
6.675	-0.094284249
6.68	-0.110894333
6.685	-0.127439069
6.69	-0.143905039
