Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
2.501250625312656517e-01	2.097225511543981957e-03	3.322093757516052411e-03	3.790850100434237004e-03	3.907217103472335890e-03	3.904485894884504246e-03	3.985426255804306803e-03	4.175663412634043718e-03	4.439685134247296078e-03	4.724990452966312121e-03	4.787415687086376236e-03
2.551275637818909425e-01	2.149583303805779194e-03	3.426426786456716368e-03	3.930391271961447379e-03	4.066331220266595180e-03	4.074315917949529117e-03	4.158527825926286968e-03	4.340856075738060496e-03	4.602924487745398315e-03	4.893941132311305751e-03	4.959693702882067914e-03
2.601300650325162334e-01	2.201887545772062554e-03	3.530953362640798770e-03	4.071679369032799034e-03	4.228238955335411088e-03	4.247926492178121134e-03	4.335474256252324667e-03	4.510224616191638690e-03	4.769999960745636286e-03	5.065887650849510392e-03	5.135162477003164805e-03
2.651325662831415797e-01	2.254130562327690077e-03	3.635650398952086464e-03	4.214645587279507513e-03	4.392883297269174758e-03	4.425229255540369389e-03	4.516187071096040145e-03	4.683681383453799398e-03	4.940803146943262801e-03	5.240691927718268105e-03	5.313673451860142713e-03
2.701350675337668705e-01	2.306304863593813554e-03	3.740495467306767432e-03	4.359221755222405376e-03	4.560207493459002108e-03	4.606135904756527427e-03	4.700588215949584071e-03	4.861139399395970721e-03	5.115226560872924121e-03	5.418217335890607340e-03	5.495079694150672642e-03
2.751375687843921614e-01	2.358405756815516990e-03	3.845464659878842801e-03	4.505337238226977091e-03	4.730150914902542421e-03	4.790549153643564734e-03	4.888592406569438470e-03	5.042504410238290991e-03	5.293161160505102485e-03	5.598342032249597165e-03	5.679242767216830141e-03
2.801400700350175077e-01	2.410491715410064371e-03	3.950548826870298701e-03	4.652896754859149261e-03	4.902565366968365639e-03	4.978234689029238831e-03	5.079992309343468564e-03	5.227637840875768577e-03	5.474576826067180900e-03	5.781251310153387619e-03	5.866236609979228953e-03
2.851425712856427985e-01	2.462584756982238044e-03	4.055739043269286637e-03	4.801826226389443140e-03	5.077355268667685731e-03	5.169047636504998412e-03	5.274659535573152785e-03	5.416445410096159922e-03	5.659415412938829937e-03	5.966952332021342037e-03	6.056019759606366681e-03
2.901450725362681449e-01	2.514678636404549077e-03	4.161015358268386859e-03	4.952057561348749762e-03	5.254461684947144343e-03	5.362901334758273832e-03	5.472519914158466281e-03	5.608850091501321571e-03	5.847590649743983175e-03	6.155333081057199826e-03	6.248478484731031374e-03
2.951475737868934357e-01	2.566751195368888530e-03	4.266340615631762992e-03	5.103493962336010104e-03	5.433818562427953150e-03	5.559759939723288823e-03	5.673560034829001029e-03	5.804852717265567355e-03	6.039175626262735172e-03	6.346402577323894539e-03	6.443736513765978800e-03
3.001500750375187265e-01	2.618792598498435702e-03	4.371691722415035376e-03	5.256061385807414901e-03	5.615365474967300499e-03	5.759549389028042511e-03	5.877721259509708675e-03	6.004396566022065541e-03	6.234124905129110293e-03	6.540081271279416138e-03	6.641741620728492529e-03
3.051525762881440729e-01	2.670798580566624992e-03	4.477052155051936162e-03	5.409696236650814692e-03	5.799044559449296511e-03	5.962178680524154659e-03	6.084925037469829899e-03	6.207399709050480385e-03	6.432340927454220994e-03	6.736251157041844330e-03	6.842364461776942290e-03
3.101550775387693637e-01	2.722765034623985791e-03	4.582405951275033036e-03	5.564335507256277895e-03	5.984798058623049498e-03	6.167556923872060705e-03	6.295093189139796576e-03	6.413780928044190109e-03	6.633727224311284677e-03	6.934795932206616262e-03	7.045477779649696008e-03
3.151575787893947100e-01	2.774688008477258373e-03	4.687737694041438016e-03	5.719916773827406035e-03	6.172568308975706804e-03	6.375593341275581291e-03	6.508147894650169636e-03	6.623459702682365363e-03	6.838188410078724702e-03	7.135601011863812980e-03	7.250956426951741564e-03
3.201600800400200009e-01	2.826563701062848218e-03	4.793032495625524150e-03	5.876378193192136577e-03	6.362297729623270053e-03	6.586197269192971097e-03	6.724011683433331853e-03	6.836356199350861369e-03	7.045630177244933783e-03	7.338553543310281577e-03	7.458677390221932386e-03
3.251625812906452917e-01	2.878388458716875636e-03	4.898275981877704688e-03	6.033658500093284395e-03	6.553928812197191978e-03	6.799278160997547504e-03	6.942607424862349240e-03	7.052391260978238888e-03	7.255959292618630041e-03	7.543542421398047836e-03	7.668519814706095498e-03
3.301650825412706380e-01	2.930158771344007745e-03	5.003454276648422114e-03	6.191697004939242070e-03	6.747404111704512208e-03	7.014745590561693479e-03	7.163858319902597846e-03	7.271486397954969073e-03	7.469083594888400318e-03	7.750458304461006753e-03	7.880365029762224222e-03
3.351675837918959289e-01	2.981870261442429951e-03	5.108553224352620735e-03	6.350431267426857700e-03	6.942665244067684240e-03	7.232509220958458808e-03	7.387686983020702244e-03	7.493565285998740957e-03	7.684912834910235038e-03	7.959195795042575683e-03	8.094100983447866451e-03
