Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
7.003501750875437692e-02	4.651119756825682121e-05	7.412453962754739646e-05	9.059376475734507513e-05	9.448337189283121035e-05	8.948840564532647306e-05	6.188844988607758414e-05	1.638837060733541517e-05	-3.365819799621373926e-05	-6.675590065792553931e-05	-8.331315059529698173e-05
7.503751875937968163e-02	4.927001354203233745e-05	7.648894519293749869e-05	9.207493681901854560e-05	9.529555298417039173e-05	9.000443561454619891e-05	6.294775210265279972e-05	1.814694168033205836e-05	-3.096634256544671376e-05	-6.419734911782935414e-05	-8.043597756500303847e-05
8.004002001000500022e-02	5.218912517048921937e-05	7.908181314121124912e-05	9.379626683221935961e-05	9.634644423634541118e-05	9.072695461525739208e-05	6.421540952548425115e-05	2.016326236500413214e-05	-2.796778492876575472e-05	-6.131303130372865284e-05	-7.723537826134961267e-05
8.504252126063031880e-02	5.527194432574525845e-05	8.191565735296788020e-05	9.577477554330486391e-05	9.765403130372138515e-05	9.167581978138451858e-05	6.570747152114134540e-05	2.245265182401865413e-05	-2.465194448059154306e-05	-5.808839357422829907e-05	-7.369779619985556730e-05
9.004502251125562351e-02	5.852184666939743796e-05	8.500271171710412597e-05	9.802704408034206658e-05	9.923593292870312938e-05	9.287046883133964639e-05	6.743966465947124906e-05	2.502993069735815065e-05	-2.100872232390550522e-05	-5.450949612027740409e-05	-6.981026259399044059e-05
9.504752376188094209e-02	6.194217088793011969e-05	8.835493565065081730e-05	1.005692204503531140e-04	1.011094094858231492e-04	9.432992606752330902e-05	6.942739823946639883e-05	2.790943275639160429e-05	-1.702849106727451447e-05	-5.056300746847165907e-05	-6.556039260370909400e-05
1.000500250125062468e-01	6.553621793612332135e-05	9.198401946366298678e-05	1.034170258445472489e-04	1.032913711966188772e-04	9.607280815349916975e-05	7.168576958525320602e-05	3.110501626949572769e-05	-1.270208500614953089e-05	-4.623619914135974988e-05	-6.093638176332872745e-05
1.050525262631315654e-01	6.930725028823503527e-05	9.590138957181868113e-05	1.065857607584410894e-04	1.057983860239211269e-04	9.811732967649343016e-05	7.422956911914931945e-05	3.463007508768286928e-05	-8.020790672860459664e-06	-4.151694046072257029e-05	-5.592700257010796688e-05
1.100550275137568701e-01	7.325849119682312021e-05	1.001182135595064023e-04	1.100903109338402508e-04	1.086466872544139984e-04	1.004813085026957632e-04	7.707328521869909427e-05	3.849754945821095263e-05	-2.976337739519781754e-06	-3.639369348001131240e-05	-5.052160121520716217e-05
1.150575287643821887e-01	7.739314906807062721e-05	1.046454269079422772e-04	1.139452661552619542e-04	1.118523054761156205e-04	1.031823600407626141e-04	8.023143638232335467e-05	4.272024341168877896e-05	2.439549071020994475e-06	-3.085511399367880356e-05	-4.470965298393990428e-05
1.200600300150075073e-01	8.171484389734669414e-05	1.094941088367819591e-04	1.181668486842226502e-04	1.154331969645810562e-04	1.062411193602626826e-04	8.372414750171133877e-05	4.731605505907971062e-05	8.242632424896993872e-06	-2.488334319183181423e-05	-3.847324905620753114e-05
1.250625312656328258e-01	8.622753446804432519e-05	1.146754243182907993e-04	1.227725942360782276e-04	1.194088924019562792e-04	1.096807030864868919e-04	8.757621388553904376e-05	5.230710578058072533e-05	1.445490929429229616e-05	-1.845513409162167880e-05	-3.178836087305302624e-05
1.300650325162581167e-01	9.093512944967559761e-05	1.202002913544867685e-04	1.277796098754269453e-04	1.237985754405409981e-04	1.135237903618858599e-04	9.181204183711873831e-05	5.771500627378242285e-05	2.109782667742888490e-05	-1.154793875943612424e-05	-2.463166223943317088e-05
