Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10	DOF 11	DOF 12	DOF 13	DOF 14	DOF 15	DOF 16	DOF 17	DOF 18
2.051025629043579102e-01	4.458599910140037537e-02	4.365296289324760437e-02	4.058619216084480286e-02	4.332135245203971863e-02	3.901224210858345032e-02	2.560324594378471375e-02	4.327763244509696960e-02	3.813267126679420471e-02	2.362806722521781921e-02	4.356633499264717102e-02	3.748988732695579529e-02	2.223012037575244904e-02	4.419637098908424377e-02	3.724024072289466858e-02	2.119905129075050354e-02	3.741221502423286438e-02	2.067162096500396729e-02	2.056347392499446869e-02
2.101050615310668945e-01	4.776340350508689880e-02	4.679814726114273071e-02	4.294763877987861633e-02	4.642251133918762207e-02	4.132916033267974854e-02	2.678249031305313110e-02	4.634002223610877991e-02	4.041108489036560059e-02	2.476777136325836182e-02	4.660800844430923462e-02	3.973472490906715393e-02	2.333156391978263855e-02	4.723743721842765808e-02	3.946399688720703125e-02	2.226889133453369141e-02	3.962937742471694946e-02	2.172155864536762238e-02	2.160312794148921967e-02
2.151075601577758789e-01	5.106383562088012695e-02	5.006472766399383545e-02	4.537434875965118408e-02	4.964214190840721130e-02	4.371176287531852722e-02	2.797933667898178101e-02	4.951857775449752808e-02	4.275501519441604614e-02	2.592641673982143402e-02	4.976417869329452515e-02	4.204459488391876221e-02	2.445265837013721466e-02	5.039218813180923462e-02	4.175281152129173279e-02	2.335913106799125671e-02	4.191176220774650574e-02	2.279242686927318573e-02	2.266357280313968658e-02
2.201100587844848633e-01	5.448618158698081970e-02	5.345162376761436462e-02	4.786549136042594910e-02	5.297906324267387390e-02	4.615929722785949707e-02	2.919340878725051880e-02	5.281215533614158630e-02	4.516373202204704285e-02	2.710358053445816040e-02	5.303373932838439941e-02	4.441874101758003235e-02	2.559302747249603271e-02	5.365956202149391174e-02	4.410590976476669312e-02	2.446943148970603943e-02	4.425859823822975159e-02	2.388389408588409424e-02	2.374449931085109711e-02
2.251125574111938477e-01	5.802922323346138000e-02	5.695758014917373657e-02	5.042010545730590820e-02	5.643197521567344666e-02	4.867088794708251953e-02	3.042427636682987213e-02	5.621942877769470215e-02	4.763634502887725830e-02	2.829874679446220398e-02	5.641545727849006653e-02	4.685632511973381042e-02	2.675222046673297882e-02	5.703832954168319702e-02	4.652241989970207214e-02	2.559942752122879028e-02	4.666896164417266846e-02	2.499558962881565094e-02	2.484552003443241119e-02
2.301150709390640259e-01	6.169149652123451233e-02	6.058114022016525269e-02	5.303710326552391052e-02	5.999934673309326172e-02	5.124550685286521912e-02	3.167141601443290710e-02	5.973890796303749084e-02	5.017188936471939087e-02	2.951137535274028778e-02	5.990789085626602173e-02	4.935633018612861633e-02	2.792976982891559601e-02	6.052710115909576416e-02	4.900131374597549438e-02	2.674869634211063385e-02	4.914182797074317932e-02	2.612708881497383118e-02	2.596618421375751495e-02
2.351175695657730103e-01	6.547114998102188110e-02	6.432051956653594971e-02	5.571511387825012207e-02	6.367930024862289429e-02	5.388188362121582031e-02	3.293419256806373596e-02	6.336867809295654297e-02	5.276911705732345581e-02	3.074080310761928558e-02	6.350918859243392944e-02	5.191752314567565918e-02	2.912507951259613037e-02	6.412402540445327759e-02	5.154125764966011047e-02	2.791670151054859161e-02	5.167585983872413635e-02	2.727783471345901489e-02	2.710593864321708679e-02
2.401200681924819946e-01	6.936573982238769531e-02	6.817332655191421509e-02	5.845238268375396729e-02	6.746936589479446411e-02	5.657838657498359680e-02	3.421176224946975708e-02	6.710630655288696289e-02	5.542642995715141296e-02	3.198615834116935730e-02	6.721694022417068481e-02	5.453830584883689880e-02	3.033744730055332184e-02	6.782675534486770630e-02	5.414062738418579102e-02	2.910277433693408966e-02	5.426934361457824707e-02	2.844714000821113586e-02	2.826405875384807587e-02
2.451225668191909790e-01	7.337232679128646851e-02	7.213661819696426392e-02	6.124686077237129211e-02	7.136663049459457397e-02	5.933305248618125916e-02	3.550316765904426575e-02	7.094886898994445801e-02	5.814188718795776367e-02	3.324654698371887207e-02	7.102829217910766602e-02	5.721676349639892578e-02	3.156602755188941956e-02	7.163240015506744385e-02	5.679748207330703735e-02	3.030615486204624176e-02	5.692026019096374512e-02	2.963419072329998016e-02	2.943974733352661133e-02
2.501250803470611572e-01	7.748743146657943726e-02	7.620710134506225586e-02	6.409633159637451172e-02	7.536778599023818970e-02	6.214362755417823792e-02	3.680748492479324341e-02	7.489305734634399414e-02	6.091328337788581848e-02	3.452105820178985596e-02	7.493989914655685425e-02	5.995076894760131836e-02	3.280999511480331421e-02	7.553756982088088989e-02	5.950964614748954773e-02	3.152596205472946167e-02	5.962641164660453796e-02	3.083813190460205078e-02	3.063214570283889771e-02
2.551275789737701416e-01	8.170715719461441040e-02	8.038100600242614746e-02	6.699839979410171509e-02	7.946918904781341553e-02	6.500760465860366821e-02	3.812365233898162842e-02	7.893519103527069092e-02	6.373817473649978638e-02	3.580874204635620117e-02	7.894808053970336914e-02	6.273800879716873169e-02	3.406845033168792725e-02	7.953856885433197021e-02	6.227476522326469421e-02	3.276129812002182007e-02	6.238534301519393921e-02	3.205802291631698608e-02	3.184036910533905029e-02
2.601300776004791260e-01	8.602751791477203369e-02	8.465447276830673218e-02	6.995060294866561890e-02	8.366712927818298340e-02	6.792248785495758057e-02	3.945066034793853760e-02	8.307154476642608643e-02	6.661404669284820557e-02	3.710864484310150146e-02	8.304906636476516724e-02	6.557601690292358398e-02	3.534051403403282166e-02	8.363155275583267212e-02	6.509049236774444580e-02	3.401122614741325378e-02	6.519459933042526245e-02	3.329294547438621521e-02	3.306351602077484131e-02
2.651325762271881104e-01	9.044446051120758057e-02	8.902361243963241577e-02	7.295041531324386597e-02	8.795775473117828369e-02	7.088565826416015625e-02	4.078740999102592468e-02	8.729826658964157104e-02	6.953837722539901733e-02	3.841977939009666443e-02	8.723897486925125122e-02	6.846240907907485962e-02	3.662524372339248657e-02	8.781261742115020752e-02	6.795432418584823608e-02	3.527479618787765503e-02	6.805160641670227051e-02	3.454189375042915344e-02	3.430061787366867065e-02
2.701350748538970947e-01	9.495361894369125366e-02	9.348417073488235474e-02	7.599513977766036987e-02	9.233696013689041138e-02	7.389437407255172729e-02	4.213277623057365417e-02	9.161127358675003052e-02	7.250837981700897217e-02	3.974111378192901611e-02	9.151370078325271606e-02	7.139451056718826294e-02	3.792165964841842651e-02	9.207756817340850830e-02	7.086360454559326172e-02	3.655096516013145447e-02	7.095362246036529541e-02	3.580381348729133606e-02	3.555063530802726746e-02
2.751375734806060791e-01	9.955061227083206177e-02	9.803191572427749634e-02	7.908206433057785034e-02	9.680066257715225220e-02	7.694587856531143188e-02	4.348562657833099365e-02	9.600640088319778442e-02	7.552137225866317749e-02	4.107161238789558411e-02	9.586903452873229980e-02	7.436972856521606445e-02	3.922879323363304138e-02	9.642225503921508789e-02	7.381571084260940552e-02	3.783871233463287354e-02	7.389792054891586304e-02	3.707762435078620911e-02	3.681251034140586853e-02
2.801400721073150635e-01	1.042303964495658875e-01	1.026619076728820801e-01	8.220806717872619629e-02	1.013440042734146118e-01	8.003700524568557739e-02	4.484474658966064453e-02	1.004788652062416077e-01	7.857421785593032837e-02	4.241013154387474060e-02	1.003003045916557312e-01	7.738494127988815308e-02	4.054547101259231567e-02	1.008418053388595581e-01	7.680753618478775024e-02	3.913687169551849365e-02	7.688140869140625000e-02	3.836213797330856323e-02	3.808505088090896606e-02
2.851425707340240479e-01	1.089877337217330933e-01	1.073690429329872131e-01	8.536995947360992432e-02	1.059620678424835205e-01	8.316454291343688965e-02	4.620894044637680054e-02	1.050237938761711121e-01	8.166370540857315063e-02	4.375547915697097778e-02	1.048024594783782959e-01	8.043700456619262695e-02	4.187051579356193542e-02	1.053313538432121277e-01	7.983592152595520020e-02	4.044422879815101624e-02	7.990091294050216675e-02	3.965610638260841370e-02	3.936703130602836609e-02
2.901450693607330322e-01	1.138172298669815063e-01	1.121479570865631104e-01	8.856436610221862793e-02	1.106495857238769531e-01	8.632511645555496216e-02	4.757698625326156616e-02	1.096359714865684509e-01	8.478651195764541626e-02	4.510644823312759399e-02	1.093704551458358765e-01	8.352261781692504883e-02	4.320269078016281128e-02	1.098856478929519653e-01	8.289761841297149658e-02	4.175950214266777039e-02	8.295313268899917603e-02	4.095827043056488037e-02	4.065716266632080078e-02
