Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10	DOF 11	DOF 12	DOF 13	DOF 14	DOF 15	DOF 16	DOF 17	DOF 18
2.201100587844848633e-01	4.823679924011230469e+00	4.758893489837646484e+00	2.537258863449096680e+00	4.635798454284667969e+00	2.560170412063598633e+00	6.714585423469543457e-01	4.544862747192382812e+00	2.554752826690673828e+00	7.202063798904418945e-01	4.482936382293701172e+00	2.535079717636108398e+00	7.528432607650756836e-01	4.453197956085205078e+00	2.534215450286865234e+00	7.871652245521545410e-01	2.539918661117553711e+00	8.086785674095153809e-01	8.031877279281616211e-01
2.251125574111938477e-01	4.764801502227783203e+00	4.700574874877929688e+00	2.492892026901245117e+00	4.574449062347412109e+00	2.519146442413330078e+00	6.505971550941467285e-01	4.483636856079101562e+00	2.514794588088989258e+00	6.977086067199707031e-01	4.424027919769287109e+00	2.494964361190795898e+00	7.334161996841430664e-01	4.395323753356933594e+00	2.492543935775756836e+00	7.700705528259277344e-01	2.497321367263793945e+00	7.911430001258850098e-01	7.851651906967163086e-01
2.301150709390640259e-01	4.696052551269531250e+00	4.632841587066650391e+00	2.441772699356079102e+00	4.503751754760742188e+00	2.471729040145874023e+00	6.261333227157592773e-01	4.412925720214843750e+00	2.468557357788085938e+00	6.723371744155883789e-01	4.355471611022949219e+00	2.448639869689941406e+00	7.116398215293884277e-01	4.327595710754394531e+00	2.444324731826782227e+00	7.505707144737243652e-01	2.447733402252197266e+00	7.709187269210815430e-01	7.642925381660461426e-01
2.351175695657730103e-01	4.592979431152343750e+00	4.531723499298095703e+00	2.367786645889282227e+00	4.400036334991455078e+00	2.402196168899536133e+00	5.913007855415344238e-01	4.309494495391845703e+00	2.400527715682983398e+00	6.374088525772094727e-01	4.254239559173583984e+00	2.380768299102783203e+00	6.810224652290344238e-01	4.227056980133056641e+00	2.374223947525024414e+00	7.221240997314453125e-01	2.375749111175537109e+00	7.414268851280212402e-01	7.340827584266662598e-01
2.401200681924819946e-01	4.480696201324462891e+00	4.421597480773925781e+00	2.287578582763671875e+00	4.287489891052246094e+00	2.326635837554931641e+00	5.531772375106811523e-01	4.197156906127929688e+00	2.326607465744018555e+00	5.998588204383850098e-01	4.143986225128173828e+00	2.307068347930908203e+00	6.481634378433227539e-01	4.117385864257812500e+00	2.298089504241943359e+00	6.913329958915710449e-01	2.297295570373535156e+00	7.093491554260253906e-01	7.012757658958435059e-01
2.451225668191909790e-01	4.335062026977539062e+00	4.281214237213134766e+00	2.197221279144287109e+00	4.150703907012939453e+00	2.233414888381958008e+00	5.149613618850708008e-01	4.059853076934814453e+00	2.234725475311279297e+00	5.640617609024047852e-01	4.005547523498535156e+00	2.219213485717773438e+00	6.145995855331420898e-01	3.977094888687133789e+00	2.210089921951293945e+00	6.568343639373779297e-01	2.206181526184082031e+00	6.747047305107116699e-01	6.680706739425659180e-01
2.501250803470611572e-01	4.182276248931884766e+00	4.133939266204833984e+00	2.102572679519653320e+00	4.007386207580566406e+00	2.135762929916381836e+00	4.747212231159210205e-01	3.915923833847045898e+00	2.138448953628540039e+00	5.268078446388244629e-01	3.860405921936035156e+00	2.127122640609741211e+00	5.796326398849487305e-01	3.830039739608764648e+00	2.117828369140625000e+00	6.207515597343444824e-01	2.110547780990600586e+00	6.382720470428466797e-01	6.330022215843200684e-01
2.551275789737701416e-01	4.022866725921630859e+00	3.980329275131225586e+00	2.004026174545288086e+00	3.857970237731933594e+00	2.034192800521850586e+00	4.328073859214782715e-01	3.765821456909179688e+00	2.038175344467163086e+00	4.882572591304779053e-01	3.709145545959472656e+00	2.031143665313720703e+00	5.433796644210815430e-01	3.676916837692260742e+00	2.021719932556152344e+00	5.832924246788024902e-01	2.010899543762207031e+00	6.002693176269531250e-01	5.962120890617370605e-01
2.601300776004791260e-01	3.857945203781127930e+00	3.821141719818115234e+00	1.901918649673461914e+00	3.703151226043701172e+00	1.929345488548278809e+00	3.894186317920684814e-01	3.610383272171020508e+00	1.934624910354614258e+00	4.486759603023529053e-01	3.552751064300537109e+00	1.931755661964416504e+00	5.060849189758300781e-01	3.518583774566650391e+00	1.921915650367736816e+00	5.445103049278259277e-01	1.907544970512390137e+00	5.604780316352844238e-01	5.574669241905212402e-01
2.651325762271881104e-01	3.687618494033813477e+00	3.656468391418457031e+00	1.796365737915039062e+00	3.542990207672119141e+00	1.821450471878051758e+00	3.447757959365844727e-01	3.449731826782226562e+00	1.827994585037231445e+00	4.082038700580596924e-01	3.391359329223632812e+00	1.829033613204956055e+00	4.678087234497070312e-01	3.355230331420898438e+00	1.818475365638732910e+00	5.045635700225830078e-01	1.800682783126831055e+00	5.188599824905395508e-01	5.167084336280822754e-01
