Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10	DOF 11	DOF 12	DOF 13	DOF 14	DOF 15	DOF 16	DOF 17	DOF 18
2.401200681924819946e-01	7.898316383361816406e-01	7.813247442245483398e-01	5.529688596725463867e-01	7.684531211853027344e-01	5.449144244194030762e-01	2.568019628524780273e-01	7.577441334724426270e-01	5.370777249336242676e-01	2.504811882972717285e-01	7.516390085220336914e-01	5.297260880470275879e-01	2.440001964569091797e-01	7.505649924278259277e-01	5.254278182983398438e-01	2.388529181480407715e-01	5.242496728897094727e-01	2.355454862117767334e-01	2.332911938428878784e-01
2.451225668191909790e-01	8.118855357170104980e-01	8.030958175659179688e-01	5.641884207725524902e-01	7.895622849464416504e-01	5.563223958015441895e-01	2.594744265079498291e-01	7.784003019332885742e-01	5.484890341758728027e-01	2.533929944038391113e-01	7.720261216163635254e-01	5.410495996475219727e-01	2.471591830253601074e-01	7.708142995834350586e-01	5.367057323455810547e-01	2.422257661819458008e-01	5.355158448219299316e-01	2.390080988407135010e-01	2.367170006036758423e-01
2.501250803470611572e-01	8.331928849220275879e-01	8.241477608680725098e-01	5.749453902244567871e-01	8.099710941314697266e-01	5.672531127929687500e-01	2.619507312774658203e-01	7.983528971672058105e-01	5.594296455383300781e-01	2.561222314834594727e-01	7.917041182518005371e-01	5.519227981567382812e-01	2.501469850540161133e-01	7.903453111648559570e-01	5.475328564643859863e-01	2.454219907522201538e-01	5.463152527809143066e-01	2.422929704189300537e-01	2.399722039699554443e-01
2.551275789737701416e-01	8.537182211875915527e-01	8.444459438323974609e-01	5.852180123329162598e-01	8.296460509300231934e-01	5.776844024658203125e-01	2.642213404178619385e-01	8.175687789916992188e-01	5.698776841163635254e-01	2.586615979671478271e-01	8.106395006179809570e-01	5.623250007629394531e-01	2.529563307762145996e-01	8.091242313385009766e-01	5.578885078430175781e-01	2.484340816736221313e-01	5.566253066062927246e-01	2.453915029764175415e-01	2.430473864078521729e-01
2.601300776004791260e-01	8.734329342842102051e-01	8.639617562294006348e-01	5.949898362159729004e-01	8.485611081123352051e-01	5.875996351242065430e-01	2.662784159183502197e-01	8.360214829444885254e-01	5.798160433769226074e-01	2.610056102275848389e-01	8.288057446479797363e-01	5.722391605377197266e-01	2.555818259716033936e-01	8.271242380142211914e-01	5.677545070648193359e-01	2.512556612491607666e-01	5.664282441139221191e-01	2.482960373163223267e-01	2.459342777729034424e-01
2.651325762271881104e-01	8.923079371452331543e-01	8.826671242713928223e-01	6.042413711547851562e-01	8.666876554489135742e-01	5.969825983047485352e-01	2.681153416633605957e-01	8.536822199821472168e-01	5.892283916473388672e-01	2.631490826606750488e-01	8.461765646934509277e-01	5.816468596458435059e-01	2.580180764198303223e-01	8.443192839622497559e-01	5.771113634109497070e-01	2.538801729679107666e-01	5.757047533988952637e-01	2.509961426258087158e-01	2.486216574907302856e-01
2.701350748538970947e-01	9.103189110755920410e-01	9.005362391471862793e-01	6.129572987556457520e-01	8.840005397796630859e-01	6.058180332183837891e-01	2.697259485721588135e-01	8.705278635025024414e-01	5.981001853942871094e-01	2.650883793830871582e-01	8.627285957336425781e-01	5.905333757400512695e-01	2.602608501911163330e-01	8.606856465339660645e-01	5.859431028366088867e-01	2.563019990921020508e-01	5.844389200210571289e-01	2.534848451614379883e-01	2.511014938354492188e-01
2.751375734806060791e-01	9.273853898048400879e-01	9.174847602844238281e-01	6.210890412330627441e-01	9.004189372062683105e-01	6.140632033348083496e-01	2.711019814014434814e-01	8.864801526069641113e-01	6.063863039016723633e-01	2.668085098266601562e-01	8.783856034278869629e-01	5.988475680351257324e-01	2.622896432876586914e-01	8.761498928070068359e-01	5.942001342773437500e-01	2.585028409957885742e-01	5.925886631011962891e-01	2.557461559772491455e-01	2.533562481403350830e-01
2.801400721073150635e-01	9.434229135513305664e-01	9.334253072738647461e-01	6.285855770111083984e-01	9.158557653427124023e-01	6.216692328453063965e-01	2.722365856170654297e-01	9.014596343040466309e-01	6.140386462211608887e-01	2.682935893535614014e-01	8.930682539939880371e-01	6.065359711647033691e-01	2.640825212001800537e-01	8.906368613243103027e-01	6.018308401107788086e-01	2.604629099369049072e-01	6.001096367835998535e-01	2.577629685401916504e-01	2.553671002388000488e-01
2.851425707340240479e-01	9.583895802497863770e-01	9.483130574226379395e-01	6.354251503944396973e-01	9.302694201469421387e-01	6.286120414733886719e-01	2.731288969516754150e-01	9.154264330863952637e-01	6.210326552391052246e-01	2.695381343364715576e-01	9.067369103431701660e-01	6.135742068290710449e-01	2.656308710575103760e-01	9.041074514389038086e-01	6.088132262229919434e-01	2.621738314628601074e-01	6.069809794425964355e-01	2.595276236534118652e-01	2.571262121200561523e-01
