Time	DOF 1	DOF 2	DOF 3	DOF 4	DOF 5	DOF 6	DOF 7	DOF 8	DOF 9	DOF 10
0.000000000000000000e+00	-7.478852290660142899e-03	8.111326955258846283e-03	4.436594899743795395e-03	1.639925315976142883e-02	3.792256116867065430e-02	-8.359403908252716064e-02	-8.262341469526290894e-02	-8.506778627634048462e-02	-8.972799777984619141e-02	-9.669423103332519531e-02
8.134067058563232422e-03	-5.421566218137741089e-02	-4.877417534589767456e-02	-4.964477196335792542e-02	-4.765149205923080444e-02	-3.888257220387458801e-02	-6.915271282196044922e-02	-7.011578232049942017e-02	-7.422175258398056030e-02	-7.601241767406463623e-02	-7.548099011182785034e-02
1.626813411712646484e-02	-8.537796139717102051e-02	-8.742088824510574341e-02	-8.663655072450637817e-02	-8.922191709280014038e-02	-9.017185121774673462e-02	-5.980755016207695007e-02	-6.092975288629531860e-02	-6.555666774511337280e-02	-6.470926105976104736e-02	-6.067600846290588379e-02
2.440220117568969727e-02	-1.010028570890426636e-01	-1.072544902563095093e-01	-1.063216999173164368e-01	-1.098774671554565430e-01	-1.166312694549560547e-01	-5.886373296380043030e-02	-5.930647253990173340e-02	-6.289260089397430420e-02	-6.028977036476135254e-02	-5.581991374492645264e-02
3.253626823425292969e-02	-1.020237058401107788e-01	-1.093189641833305359e-01	-1.094100847840309143e-01	-1.119952574372291565e-01	-1.205921322107315063e-01	-6.576624512672424316e-02	-6.544999033212661743e-02	-6.673237681388854980e-02	-6.351833790540695190e-02	-6.054728850722312927e-02
4.067033529281616211e-02	-9.015403687953948975e-02	-9.601119905710220337e-02	-9.755330532789230347e-02	-9.851116687059402466e-02	-1.056887283921241760e-01	-7.683605700731277466e-02	-7.614514976739883423e-02	-7.463908195495605469e-02	-7.187857478857040405e-02	-7.123713940382003784e-02
4.880440235137939453e-02	-6.809839606285095215e-02	-7.105317711830139160e-02	-7.365126162767410278e-02	-7.312966883182525635e-02	-7.683882862329483032e-02	-8.690474927425384521e-02	-8.637416362762451172e-02	-8.251477777957916260e-02	-8.097101747989654541e-02	-8.256597071886062622e-02
5.693846940994262695e-02	-3.973742201924324036e-02	-3.941253200173377991e-02	-4.207366704940795898e-02	-4.058873280882835388e-02	-4.019898921251296997e-02	-9.118546545505523682e-02	-9.123594313859939575e-02	-8.620037883520126343e-02	-8.622790127992630005e-02	-8.932953327894210815e-02
6.507253646850585938e-02	-1.003441028296947479e-02	-6.975161843001842499e-03	-8.529777638614177704e-03	-6.659737788140773773e-03	-2.840698463842272758e-03	-8.680839836597442627e-02	-8.758933097124099731e-02	-8.288955688476562500e-02	-8.442807197570800781e-02	-8.799343556165695190e-02
7.320660352706909180e-02	1.558746956288814545e-02	2.022909745573997498e-02	2.066061832010746002e-02	2.242951281368732452e-02	2.809602208435535431e-02	-7.349701970815658569e-02	-7.485298067331314087e-02	-7.184904068708419800e-02	-7.448330521583557129e-02	-7.746014744043350220e-02
