t	Acceleration
13.815	-0.0119446
13.82	-0.0119094
13.825	-0.0118162
13.83	-0.0115997
13.835	-0.0116566
13.84	-0.0117235
13.845	-0.0117254
13.85	-0.0116025
13.855	-0.0112496
13.86	-0.0112784
13.865	-0.0113701
13.87	-0.0113599
13.875	-0.0110857
13.88	-0.0110663
13.885	-0.0110649
13.89	-0.0109933
13.895	-0.0107699
13.9	-0.0106848
13.905	-0.010787
13.91	-0.0109267
13.915	-0.0108189
13.92	-0.0103551
13.925	-0.0102414
13.93	-0.010376
13.935	-0.010582
13.94	-0.0102643
13.945	-0.0101537
13.95	-0.0101386
13.955	-0.0101194
13.96	-0.00996364
13.965	-0.00984628
13.97	-0.00985478
13.975	-0.00998531
13.98	-0.0099419
13.985	-0.0094826
13.99	-0.00925906
13.995	-0.00940308
14	-0.00966004
14.005	-0.00939361
14.01	-0.00920406
14.015	-0.0091958
14.02	-0.00935756
14.025	-0.00913728
14.03	-0.00892389
14.035	-0.00881296
14.04	-0.00888742
14.045	-0.00882243
14.05	-0.00880819
14.055	-0.00875108
14.06	-0.00856361
14.065	-0.0082863
14.07	-0.00835494
14.075	-0.00847689
14.08	-0.00846408
14.085	-0.00822693
14.09	-0.00813803
14.095	-0.00807756
14.1	-0.00799773
14.105	-0.00788878
14.11	-0.00784873
14.115	-0.00782928
14.12	-0.0078039
14.125	-0.00773158
14.13	-0.00746299
14.135	-0.00733117
14.14	-0.00735259
14.145	-0.00748419
14.15	-0.00731794
14.155	-0.00731686
14.16	-0.00734602
14.165	-0.00723281
14.17	-0.00690167
14.175	-0.00682246
14.18	-0.00681839
14.185	-0.00676807
14.19	-0.00676631
14.195	-0.00666744
14.2	-0.00655678
14.205	-0.00647863
14.21	-0.00645988
14.215	-0.00621996
14.22	-0.00619319
14.225	-0.00636495
14.23	-0.0062828
14.235	-0.00597181
14.24	-0.00598206
14.245	-0.00614724
14.25	-0.00594588
14.255	-0.00562741
14.26	-0.00557375
14.265	-0.00563745
14.27	-0.00558787
14.275	-0.00552116
14.28	-0.00548229
14.285	-0.00540589
14.29	-0.00524216
14.295	-0.00510702
14.3	-0.00505984
14.305	-0.00506509
14.31	-0.00507862
14.315	-0.00492475
14.32	-0.00477356
14.325	-0.00473634
14.33	-0.00479439
14.335	-0.00471424
14.34	-0.00454906
14.345	-0.00442206
14.35	-0.00434756
14.355	-0.00429736
14.36	-0.00431857
14.365	-0.00425785
14.37	-0.00410869
14.375	-0.00388799
14.38	-0.00392962
14.385	-0.00397591
14.39	-0.00392895
14.395	-0.00370718
14.4	-0.00356067
14.405	-0.00366504
14.41	-0.00372828
14.415	-0.00354538
14.42	-0.00303193
14.425	-0.00319122
14.43	-0.00347901
14.435	-0.00356918
14.44	-0.00298806
14.445	-0.00280337
14.45	-0.00281213
14.455	-0.00290068
14.46	-0.00288836
14.465	-0.00288879
14.47	-0.00279201
14.475	-0.00260579
14.48	-0.00237516
14.485	-0.00232151
14.49	-0.0023822
14.495	-0.00244708
14.5	-0.00238853
14.505	-0.00205465
14.51	-0.00193171
14.515	-0.0019972
14.52	-0.00219286
14.525	-0.00199636
14.53	-0.00180665
14.535	-0.00166373
14.54	-0.00158833
14.545	-0.00158071
14.55	-0.00160816
14.555	-0.00151059
14.56	-0.00132638
14.565	-0.00138729
14.57	-0.00134088
14.575	-0.00115528
14.58	-0.00097083
14.585	-0.00111953
14.59	-0.000946506
14.595	-0.000785046
14.6	-0.000777717
14.605	-0.00108175
14.61	-0.000817166
14.615	-0.000551173
14.62	-0.000414517
14.625	-0.000500671
14.63	-0.000409716
14.635	-0.000303565
14.64	-0.00425167
14.645	-0.00403952
14.65	-0.00382137
14.655	-0.00366079
14.66	-0.00339498
14.665	-0.00301194
14.67	-0.00275089
14.675	-0.00267005
14.68	-0.00236245
14.685	-0.00189521
14.69	-0.00171931
14.695	-0.00168788
14.7	-0.00144218
14.705	-0.00107334
14.71	-0.000820629
14.715	-0.000516414
14.72	-0.000290002
14.725	-0.000120274
14.73	2.80056E-05
14.735	0.00038865
14.74	0.000669234
14.745	0.000896149
14.75	0.00109197
14.755	0.00128064
14.76	0.0015758
14.765	0.00183209
14.77	0.0020125
14.775	0.00230225
14.78	0.00262603
14.785	0.00273759
14.79	0.0027532
14.795	0.00330636
14.8	0.00366657
14.805	0.00372947
14.81	0.00371723
14.815	0.00412705
14.82	0.00427665
14.825	0.00441771
14.83	0.00467109
14.835	0.00516702
14.84	0.00537305
14.845	0.00548978
14.85	0.00562073
14.855	0.00583897
14.86	0.0058369
14.865	0.00605953
14.87	0.00647953
14.875	0.00699083
14.88	0.0069151
14.885	0.0069673
14.89	0.00712696
14.895	0.00733892
14.9	0.00740646
14.905	0.00780125
14.91	0.00811879
14.915	0.00827747
14.92	0.00829042
14.925	0.00852336
14.93	0.00867475
14.935	0.00878055
14.94	0.00895254
14.945	0.00909241
14.95	0.00926582
14.955	0.00949688
14.96	0.00979948
14.965	0.00987922
14.97	0.00994508
14.975	0.00999762
14.98	0.0100564
14.985	0.0103204
14.99	0.0106273
14.995	0.0107215
15	0.0105951
15.005	0.0107809
15.01	0.0111919
15.015	0.0113366
15.02	0.0112195
15.025	0.0112504
15.03	0.0114145
15.035	0.0115417
15.04	0.0116442
15.045	0.0117945
15.05	0.0119223
15.055	0.0120062
15.06	0.0120655
15.065	0.0121255
15.07	0.0123237
15.075	0.0123769
15.08	0.0123934
15.085	0.0124608
15.09	0.0125546
15.095	0.0125535
15.1	0.0126242
15.105	0.0128154
15.11	0.0128769
15.115	0.0128142
15.12	0.0128323
15.125	0.0129577
15.13	0.0130394
15.135	0.0130541
15.14	0.013033
15.145	0.0130203
15.15	0.0131029
15.155	0.0132245
15.16	0.013227
15.165	0.013172
15.17	0.0131715
15.175	0.0132089
15.18	0.0132408
15.185	0.0132656
15.19	0.0132797
15.195	0.0131939
15.2	0.0131559
15.205	0.0132033
15.21	0.0133171
15.215	0.0131308
15.22	0.0130657
15.225	0.0131144
15.23	0.0132209
15.235	0.0131412
15.24	0.013142
15.245	0.0130665
15.25	0.0129257
15.255	0.0128531
15.26	0.0128886
15.265	0.0128662
15.27	0.0127841
15.275	0.012677
15.28	0.0126904
15.285	0.0127323
15.29	0.0126934
15.295	0.0124622
15.3	0.0122802
15.305	0.0122965
15.31	0.012354
15.315	0.0123281
15.32	0.0121276
15.325	0.0120121
15.33	0.0119287
15.335	0.0118481
15.34	0.0117474
15.345	0.0117427
15.35	0.0116596
15.355	0.0114774
15.36	0.0112973
15.365	0.0112905
15.37	0.0112118
15.375	0.0110559
15.38	0.0108993
15.385	0.0108312
15.39	0.0107512
15.395	0.0106487
15.4	0.0105212
15.405	0.0103428
15.41	0.0102132
15.415	0.0101095
15.42	0.0100064
15.425	0.00982901
15.43	0.00971457
15.435	0.00961794
15.44	0.0095038
15.445	0.00929721
15.45	0.00912267
15.455	0.00901702
15.46	0.00895746
15.465	0.00879656
15.47	0.00854503
15.475	0.00836772
15.48	0.00826905
15.485	0.00817297
15.49	0.00803773
15.495	0.00789365
15.5	0.00772867
15.505	0.00751792
15.51	0.0073596
15.515	0.00721237
15.52	0.00706491
15.525	0.00690782
15.53	0.0067561
15.535	0.00658236
15.54	0.00643798
15.545	0.00634016
15.55	0.00610701
15.555	0.00586835
15.56	0.0057227
15.565	0.00567023
15.57	0.00549665
15.575	0.00525984
15.58	0.00507605
15.585	0.00495204
15.59	0.00481682
15.595	0.00459321
15.6	0.0044301
15.605	0.00431007
15.61	0.00415862
15.615	0.00393903
15.62	0.00377135
15.625	0.00362452
15.63	0.00345138
15.635	0.00330282
15.64	0.00312965
15.645	0.00295614
15.65	0.00280159
15.655	0.00266256
15.66	0.00246027
15.665	0.00227716
15.67	0.00214486
15.675	0.00199481
15.68	0.00181956
15.685	0.00167571
15.69	0.00155477
15.695	0.00135847
15.7	0.00117255
15.705	0.00102257
15.71	0.000894023
15.715	0.000744604
15.72	0.000603338
15.725	0.000441032
15.73	0.000277302
15.735	0.00014368
15.74	-2.80513E-06
15.745	-0.000156027
15.75	-0.00030516
15.755	-0.000440718
15.76	-0.000567032
15.765	-0.000691156
15.77	-0.000833682
15.775	-0.000999551
15.78	-0.00112614
15.785	-0.0012638
15.79	-0.00139976
15.795	-0.00152479
15.8	-0.00161851
15.805	-0.00173306
15.81	-0.00185946
15.815	-0.00199537
15.82	-0.00214192
15.825	-0.00224903
15.83	-0.00234472
15.835	-0.00244153
15.84	-0.00255379
15.845	-0.00266554
15.85	-0.0027798
15.855	-0.00288419
15.86	-0.00296604
15.865	-0.00307079
15.87	-0.0031727
15.875	-0.00326358
15.88	-0.00334065
15.885	-0.00343856
15.89	-0.00352995
15.895	-0.00361003
15.9	-0.00367985
15.905	-0.00375635
15.91	-0.00384289
15.915	-0.00391812
15.92	-0.00398005
15.925	-0.00404073
15.93	-0.00410091
15.935	-0.00416292
15.94	-0.00422704
15.945	-0.00429347
15.95	-0.0043403
15.955	-0.00438578
15.96	-0.00443383
15.965	-0.00448724
15.97	-0.00452308
15.975	-0.00456124
15.98	-0.00460312
15.985	-0.0046475
15.99	-0.00465567
15.995	-0.0046785
16	-0.00471428
16.005	-0.00475612
16.01	-0.00476434
16.015	-0.0047723
16.02	-0.00478818
16.025	-0.00480912
16.03	-0.00481613
16.035	-0.00481364
16.04	-0.00481632
16.045	-0.00482301
16.05	-0.00482554
16.055	-0.00481761
16.06	-0.00480909
16.065	-0.00479997
16.07	-0.00478876
16.075	-0.00476917
16.08	-0.00474999
16.085	-0.00473165
16.09	-0.00471379
16.095	-0.00468493
16.1	-0.00465362
16.105	-0.00462215
16.11	-0.0045912
16.115	-0.00455784
16.12	-0.00451965
16.125	-0.00447818
16.13	-0.00443443
16.135	-0.00438987
16.14	-0.0043423
16.145	-0.00429377
16.15	-0.0042435
16.155	-0.0041889
16.16	-0.00413101
16.165	-0.00407328
16.17	-0.00401422
16.175	-0.00395159
16.18	-0.00388771
16.185	-0.00382256
16.19	-0.00375502
16.195	-0.0036845
16.2	-0.00361315
16.205	-0.00354036
16.21	-0.0034657
16.215	-0.00338917
16.22	-0.00331129
16.225	-0.00323205
16.23	-0.00315135
16.235	-0.00306918
16.24	-0.0029856
16.245	-0.00290086
16.25	-0.00281494
16.255	-0.00272787
16.26	-0.00263971


