t	Acceleration
6.83	-0.0575264
6.835	-0.0877853
6.84	-0.087926
6.845	-0.0343329
6.85	0.0190965
6.855	0.0612384
6.86	0.0894161
6.865	0.105954
6.87	0.0919571
6.875	0.0546396
6.88	0.00625627
6.885	-0.0298765
6.89	-0.0199492
6.895	0.0197342
6.9	0.0817949
6.905	0.157657
6.91	0.235256
6.915	0.309559
6.92	0.370911
6.925	0.407459
6.93	0.34646
6.935	0.194549
6.94	0.0125844
6.945	-0.146374
6.95	-0.147133
6.955	-0.0256576
6.96	0.11379
6.965	0.212356
6.97	0.183218
6.975	0.0851226
6.98	0.00304498
6.985	-0.0385438
6.99	-0.0250745
6.995	-0.0235375
7	-0.0671719
7.005	-0.16041
7.01	-0.30375
7.015	-0.423601
7.02	-0.461742
7.025	-0.429343
7.03	-0.343998
7.035	-0.268731
7.04	-0.199194
7.045	-0.144537
7.05	-0.117079
7.055	-0.182168
7.06	-0.283756
7.065	-0.363536
7.07	-0.39418
7.075	-0.369506
7.08	-0.366402
7.085	-0.384031
7.09	-0.41396
7.095	-0.43036
7.1	-0.43476
7.105	-0.454605
7.11	-0.496117
7.115	-0.563044
7.12	-0.608261
7.125	-0.604347
7.13	-0.545763
7.135	-0.429473
7.14	-0.253422
7.145	-0.0924048
7.15	0.00600537
7.155	0.000883141
7.16	-0.148797
7.165	-0.283026
7.17	-0.344386
7.175	-0.302311
7.18	-0.160619
7.185	-0.0307101
7.19	0.0690648
7.195	0.133413
7.2	0.166117
7.205	0.137606
7.21	0.0541138
7.215	-0.0626907
7.22	-0.164412
7.225	-0.162803
7.23	-0.111669
7.235	-0.0434046
7.24	0.00137007
7.245	0.00427831
7.25	0.00714899
7.255	0.0122283
7.26	0.020017
7.265	0.0167376
7.27	0.0228895
7.275	0.0495179
7.28	0.101735
7.285	0.161088
7.29	0.182404
7.295	0.173584
7.3	0.141244
7.305	0.101958
7.31	0.0526669
7.315	0.00596247
7.32	-0.0248459
7.325	-0.0103502
7.33	0.0386811
7.335	0.0789803
7.34	0.100613
7.345	0.0966353
7.35	0.0945618
7.355	0.109846
7.36	0.137492
7.365	0.170051
7.37	0.17181
7.375	0.149409
7.38	0.117238
7.385	0.0888264
7.39	0.091701
7.395	0.114777
7.4	0.145549
7.405	0.175392
7.41	0.189611
7.415	0.184452
7.42	0.170323
7.425	0.155483
7.43	0.157752
7.435	0.186746
7.44	0.217054
7.445	0.233597
7.45	0.213416
7.455	0.152596
7.46	0.0897252
7.465	0.0423861
7.47	0.0300193
7.475	0.0699744
7.48	0.118357
7.485	0.162256
7.49	0.190231
7.495	0.195012
7.5	0.194717
7.505	0.195972
7.51	0.202423
7.515	0.211161
7.52	0.210803
7.525	0.209254
7.53	0.212822
7.535	0.236032
7.54	0.262737
7.545	0.275787
7.55	0.270116
7.555	0.24266
7.56	0.21195
7.565	0.18885
7.57	0.175582
7.575	0.173563
7.58	0.191481
7.585	0.221125
7.59	0.251423
7.595	0.270102
7.6	0.241075
7.605	0.18917
7.61	0.136151
7.615	0.100465
7.62	0.11201
7.625	0.148001
7.63	0.193947
7.635	0.240175
7.64	0.270014
7.645	0.265609
7.65	0.239935
7.655	0.204072
7.66	0.182027
7.665	0.185827
7.67	0.197991
7.675	0.213125
7.68	0.226147
7.685	0.245313
7.69	0.271367
7.695	0.297351
7.7	0.314207
7.705	0.277805
7.71	0.196434
7.715	0.0891249
7.72	-0.0236753
7.725	-0.0822996
7.73	-0.0939894
7.735	-0.078717
7.74	-0.0490461
7.745	-0.0149251
7.75	0.0218959
7.755	0.0616695
7.76	0.106332
7.765	0.163288
7.77	0.205306
7.775	0.200132
7.78	0.143928
7.785	0.0436411
7.79	-0.0270803
7.795	-0.0762393
7.8	-0.120564
7.805	-0.184734
7.81	-0.255919
7.815	-0.288995
7.82	-0.282846
7.825	-0.239147
7.83	-0.166295
7.835	-0.070792
7.84	0.019599
7.845	0.0791962
7.85	0.0383408
7.855	-0.0264838
7.86	-0.0683723
7.865	-0.0709192
7.87	-0.0526546
7.875	-0.0661485
7.88	-0.0940045
7.885	-0.125417
7.89	-0.141703
7.895	-0.152752
7.9	-0.171787
7.905	-0.199992
7.91	-0.235931
7.915	-0.25683
7.92	-0.257657
7.925	-0.243941
7.93	-0.223169
7.935	-0.220835
7.94	-0.231976
7.945	-0.246507
7.95	-0.254848
7.955	-0.237645
7.96	-0.207406
7.965	-0.175869
7.97	-0.150468
7.975	-0.14003
7.98	-0.130666
7.985	-0.113924
7.99	-0.0877624
7.995	-0.0547066
8	-0.0344409
8.005	-0.0302291
8.01	-0.0397396
8.015	-0.0563461
8.02	-0.0648786
8.025	-0.0703058
8.03	-0.0760442
8.035	-0.086322
8.04	-0.10586
8.045	-0.130073
8.05	-0.156101
8.055	-0.18119
8.06	-0.203257
8.065	-0.226568
8.07	-0.247092
8.075	-0.259813
8.08	-0.243097
8.085	-0.198969
8.09	-0.142772
8.095	-0.0820925
8.1	-0.0241068
8.105	0.0256683
8.11	0.0495285
8.115	0.0355
8.12	-0.0378678
8.125	-0.15877
8.13	-0.28841
8.135	-0.407036
8.14	-0.489255
8.145	-0.46474
8.15	-0.355258
8.155	-0.178762
8.16	0.0434067
8.165	0.265917
8.17	0.426606
8.175	0.497506
8.18	0.459958
8.185	0.325741
8.19	0.189752
8.195	0.058306
8.2	-0.0618666
8.205	-0.149522
8.21	-0.157045
8.215	-0.106699
8.22	-0.0165309
8.225	0.0748259
8.23	0.136871
8.235	0.17891
8.24	0.202111
8.245	0.205529
8.25	0.177174
8.255	0.128948
8.26	0.0701178
8.265	0.0119524
8.27	-0.0206233
8.275	-0.0311075
8.28	-0.0193236
8.285	0.0143641
8.29	0.069478
8.295	0.117646
8.3	0.147106
8.305	0.151602
8.31	0.134891
8.315	0.132597
8.32	0.124494
8.325	0.0813536
8.33	-0.0881652
8.335	-0.344967
8.34	-0.525792
8.345	-0.575947
8.35	-0.446362
8.355	-0.311211
8.36	-0.206909
8.365	-0.0981774
8.37	0.0784361
8.375	0.307227
8.38	0.417523
8.385	0.390754
8.39	0.221652
8.395	0.0672707
8.4	-0.00136302
8.405	-0.0308908
8.41	-0.0600742
8.415	-0.152287
8.42	-0.263856
8.425	-0.359632
8.43	-0.417378
8.435	-0.401994
8.44	-0.323561
8.445	-0.211692
8.45	-0.0805143
8.455	0.0511965
8.46	0.160495
8.465	0.213705
8.47	0.18404
8.475	0.0295951
8.48	-0.213369
8.485	-0.415168
8.49	-0.543743
8.495	-0.572513
8.5	-0.515748
8.505	-0.450244
8.51	-0.372132
8.515	-0.276012
8.52	-0.124774
8.525	0.0399827
8.53	0.193922
8.535	0.319072
8.54	0.381976
8.545	0.362852
8.55	0.289421
8.555	0.179752
8.56	0.0676964
8.565	-0.0253426
8.57	-0.09528
8.575	-0.129355
8.58	-0.099447
8.585	0.0460059
8.59	0.202769
8.595	0.303272
8.6	0.263545
8.605	0.0804845
8.61	-0.103058
8.615	-0.255886
8.62	-0.348379
8.625	-0.27293
8.63	-0.100771
8.635	0.0786401
8.64	0.195189
8.645	0.134895
8.65	0.00714353
8.655	-0.115785
8.66	-0.204938
8.665	-0.262747
8.67	-0.336984
8.675	-0.40369
8.68	-0.448067
8.685	-0.444803
8.69	-0.410202
8.695	-0.360603
8.7	-0.299277
8.705	-0.228059
8.71	-0.174271
8.715	-0.145349
8.72	-0.134013
8.725	-0.130719
8.73	-0.110389
8.735	-0.0786831
8.74	-0.0488975
8.745	-0.0346828
8.75	-0.0806
8.755	-0.16058
8.76	-0.234587
8.765	-0.276652
8.77	-0.248927
8.775	-0.179545
8.78	-0.0924058
8.785	-0.000369629
8.79	0.0772586
8.795	0.10996
8.8	0.105863
8.805	0.0714748
8.81	0.0175495
8.815	-0.0485602
8.82	-0.12795
8.825	-0.210118
8.83	-0.280455
8.835	-0.263699
8.84	-0.184435
8.845	-0.0685167
8.85	0.0561475
8.855	0.109636
8.86	0.0773151
8.865	0.000874259
8.87	-0.0859239
8.875	-0.112609
8.88	-0.102851
8.885	-0.0650885
8.89	-0.00386999
8.895	0.0745712
8.9	0.084728
8.905	0.0466088
8.91	-0.0121978
8.915	-0.0311866
8.92	0.000647282
8.925	0.0283267
8.93	0.0381964
8.935	0.0188549
8.94	-0.0152737
8.945	-0.0298057
8.95	-0.00635514
8.955	0.0718256
8.96	0.18105
8.965	0.22263
8.97	0.199775
8.975	0.123438
8.98	0.0811272
8.985	0.0997251
8.99	0.137783
8.995	0.167664
9	0.141231
9.005	0.0724852
9.01	-0.0184312
9.015	-0.124262
9.02	-0.23994
9.025	-0.336628
9.03	-0.370422
9.035	-0.307862
9.04	-0.0960753
9.045	0.142334
9.05	0.259221
9.055	0.278154
9.06	0.245448
9.065	0.252675
9.07	0.245497
9.075	0.23216
9.08	0.223278
9.085	0.272375
9.09	0.328426
9.095	0.348869
9.1	0.308046
9.105	0.19014
9.11	0.0771479
9.115	-0.00836053
9.12	-0.0622166
9.125	-0.098873
9.13	-0.139431
9.135	-0.167077
9.14	-0.174931
9.145	-0.154627
9.15	-0.137507
9.155	-0.132971
9.16	-0.133386
9.165	-0.125467
9.17	-0.068155
9.175	0.0283693
9.18	0.129851
9.185	0.19844
9.19	0.114876
9.195	-0.0131196
9.2	-0.127367
9.205	-0.191563
9.21	-0.226838
9.215	-0.283549
9.22	-0.329131
9.225	-0.34173
9.23	-0.281108
9.235	-0.210602
9.24	-0.177743
9.245	-0.18994
9.25	-0.233086
9.255	-0.231035
9.26	-0.19003
9.265	-0.122656
9.27	-0.0504533
9.275	-0.0210262
9.28	-0.0333446
9.285	-0.0719553
9.29	-0.117625
9.295	-0.109396
9.3	-0.0765152
9.305	-0.0461571
9.31	-0.0417447
9.315	-0.0887073
9.32	-0.142799
9.325	-0.19059
9.33	-0.224643
9.335	-0.241195
9.34	-0.228258
9.345	-0.174878
9.35	-0.071907
9.355	0.101026
9.36	0.258868
9.365	0.31966
9.37	0.283612
9.375	0.184904
9.38	0.181253
9.385	0.212179
9.39	0.235027
9.395	0.197435
9.4	0.120442
9.405	0.0722662
9.41	0.0503824
9.415	0.0496122
9.42	0.0508145
9.425	0.0539293
9.43	0.0542024
9.435	0.0452929
9.44	-0.00165044
9.445	-0.0827008
9.45	-0.167201
9.455	-0.235916
9.46	-0.255729
9.465	-0.240556
9.47	-0.211617
9.475	-0.174802
9.48	-0.132499
9.485	-0.0902863
9.49	-0.0501769
9.495	-0.0124851
9.5	0.0226989
9.505	0.0312116
9.51	0.0094919
9.515	-0.0346371
9.52	-0.0912018
9.525	-0.124197
9.53	-0.12257
9.535	-0.0965856
9.54	-0.0569451
9.545	-0.0363986
9.55	-0.0259099
9.555	-0.00930049
9.56	0.0228926
9.565	0.0811449
9.57	0.150111
9.575	0.20835
9.58	0.241794
9.585	0.224479
9.59	0.164203
9.595	0.0973847
9.6	0.0353625
9.605	-0.011123
9.61	-0.0504699
9.615	-0.0833764
9.62	-0.0991406
9.625	-0.0840383
9.63	-0.0135314
9.635	0.0698731
9.64	0.15314
9.645	0.224117
9.65	0.263003
9.655	0.270234
9.66	0.254011
9.665	0.221844
9.67	0.194673
9.675	0.191148
9.68	0.208462
9.685	0.244435
9.69	0.294042
9.695	0.337821
9.7	0.367994
9.705	0.385771
9.71	0.398268
9.715	0.430505
9.72	0.470046
9.725	0.503483
9.73	0.51189
9.735	0.47318
9.74	0.41846
9.745	0.353553
9.75	0.283131
9.755	0.189904
9.76	0.0754867
9.765	-0.0578847
9.77	-0.206504
9.775	-0.349845
9.78	-0.413858
9.785	-0.374374
9.79	-0.229508
9.795	-0.0248162
9.8	0.0629023
9.805	0.0478533
9.81	-0.030805
9.815	-0.0655805
9.82	0.0139514
9.825	0.103813
9.83	0.165613
9.835	0.15614
9.84	0.1097
9.845	0.0684863
9.85	0.0302591
9.855	-0.0111388
9.86	-0.0329235
9.865	0.0189308
9.87	0.133357
9.875	0.289768
9.88	0.336876
9.885	0.256048
9.89	0.132923
9.895	0.0237747
9.9	0.00369344
9.905	0.0101954
9.91	0.0207091
9.915	0.0320044
9.92	0.0597675
9.925	0.0981411
9.93	0.124581
9.935	0.13095
9.94	0.108494
9.945	0.0601695
9.95	0.00498425
9.955	-0.0469983
9.96	-0.0838254
9.965	-0.0846185
9.97	-0.0689729
9.975	-0.0475584
9.98	-0.0313051
9.985	-0.0461469
9.99	-0.0913775
9.995	-0.156655
10	-0.231449
10.005	-0.281249
10.01	-0.292211
10.015	-0.275172
10.02	-0.232481
10.025	-0.155194
10.03	-0.0620632
10.035	0.00568698
10.04	0.0349964
10.045	0.0172168
10.05	-0.00212292
10.055	-0.0145392
10.06	-0.0236864
10.065	-0.0380118
10.07	-0.0628749
10.075	-0.0873306
10.08	-0.107586
10.085	-0.120188
10.09	-0.132354
10.095	-0.161522
10.1	-0.196643
10.105	-0.224189
10.11	-0.18058
10.115	-0.100393
10.12	-0.0367298
10.125	-0.0192879
10.13	-0.0711699
10.135	-0.125677
10.14	-0.170353
10.145	-0.20283
10.15	-0.227871
10.155	-0.224435
10.16	-0.193081
10.165	-0.142458
10.17	-0.0906698
10.175	-0.0702174
10.18	-0.0735401
10.185	-0.095399
10.19	-0.129183
10.195	-0.156785
10.2	-0.171208
10.205	-0.170331
10.21	-0.152258
10.215	-0.107751
10.22	-0.0582288
10.225	-0.020768
10.23	-0.00760002
10.235	-0.0363484
10.24	-0.080781
10.245	-0.124072
10.25	-0.156711
10.255	-0.164683
10.26	-0.14255
10.265	-0.107456
10.27	-0.0721257
10.275	-0.0595496
10.28	-0.0801532
10.285	-0.101676
10.29	-0.11517
10.295	-0.112359
10.3	-0.129802
10.305	-0.195595
10.31	-0.298078
10.315	-0.420689
10.32	-0.468736
10.325	-0.462671
10.33	-0.43881
10.335	-0.421788
10.34	-0.398504
10.345	-0.307833
10.35	-0.199901
10.355	-0.117973
10.36	-0.173798
10.365	-0.27805
10.37	-0.336772
10.375	-0.326862
10.38	-0.257307
10.385	-0.200905
10.39	-0.146861
10.395	-0.0948154
10.4	-0.0474173
10.405	-0.0697306
10.41	-0.129633
10.415	-0.195787
10.42	-0.23161
10.425	-0.205639
10.43	-0.164503
10.435	-0.114237
10.44	-0.0605203
10.445	-0.0116261
10.45	0.0252615
10.455	0.056065
10.46	0.0855738
10.465	0.124724
10.47	0.174761
10.475	0.228441
10.48	0.278732
10.485	0.307915
10.49	0.310257
10.495	0.304068
10.5	0.289338
10.505	0.257176
10.51	0.172551
10.515	0.0814348
10.52	0.00964508
10.525	-0.0113318
10.53	-0.00254165
10.535	-0.013227
10.54	-0.0282231
10.545	-0.028246
10.55	0.070054
10.555	0.184281
10.56	0.246514
10.565	0.212034
10.57	0.0738556
10.575	-0.0317072
10.58	-0.0917158
10.585	-0.102698
10.59	-0.0742413
10.595	-0.0208116
10.6	0.0228201
10.605	0.0378617
10.61	-0.00478244
10.615	-0.0542109
10.62	-0.0595254
10.625	-0.0136507
10.63	0.0831904
10.635	0.190925
10.64	0.28537
10.645	0.35329
10.65	0.381506
10.655	0.345476
10.66	0.305659
10.665	0.27428
10.67	0.259022
10.675	0.235951
10.68	0.187969
10.685	0.133834
10.69	0.0899464
10.695	0.0997349
10.7	0.139119
10.705	0.161525
10.71	0.149485
10.715	0.0925938
10.72	0.0543164
10.725	0.0417983
10.73	0.045461
10.735	0.0414642
10.74	0.0109294
10.745	-0.0212399
10.75	-0.0464099
10.755	-0.0557723
10.76	-0.0261189
10.765	0.0385493
10.77	0.119132
10.775	0.194508
10.78	0.194305
10.785	0.154809
10.79	0.113601
10.795	0.0957747
10.8	0.120744
10.805	0.16249
10.81	0.227293
10.815	0.313575
10.82	0.403757
10.825	0.412035
10.83	0.366326
10.835	0.295412
10.84	0.2587
10.845	0.266893
10.85	0.268671
10.855	0.254466
10.86	0.219026
10.865	0.188494
10.87	0.167339
10.875	0.152111
10.88	0.138609
10.885	0.123608
10.89	0.109216
10.895	0.0984186
10.9	0.0948948
10.905	0.116537
10.91	0.165547
10.915	0.222846
10.92	0.273873
10.925	0.286593
10.93	0.286711
10.935	0.298919
10.94	0.32485
10.945	0.34685
10.95	0.31452
10.955	0.249783
10.96	0.171519
10.965	0.110685
10.97	0.100202
10.975	0.116413
10.98	0.153118
10.985	0.204175
10.99	0.269274
10.995	0.322177
11	0.347129
11.005	0.330838
11.01	0.2649
11.015	0.192275
11.02	0.125381
11.025	0.0725275
11.03	0.0436276
11.035	0.0285195
11.04	0.0183754
11.045	0.00903457
11.05	-0.00381963
11.055	-0.0238749
11.06	-0.049436
11.065	-0.0747933
11.07	-0.0868078
11.075	-0.0553218
11.08	-0.00421732
11.085	0.0512094
11.09	0.0912053
11.095	0.113129
11.1	0.140481
11.105	0.169587
11.11	0.194982
11.115	0.185018
11.12	0.154678
11.125	0.113632
11.13	0.0676658
11.135	0.00863466
11.14	-0.0602051
11.145	-0.121466
11.15	-0.165214
11.155	-0.178933
11.16	-0.185385
11.165	-0.185968
11.17	-0.169009
11.175	-0.098386
11.18	0.0489846
11.185	0.189704
11.19	0.282441
11.195	0.272777
11.2	0.178106
11.205	0.0741507
11.21	-0.0255882
11.215	-0.110681
11.22	-0.128754
11.225	-0.0913789
11.23	-0.0333033
11.235	0.0129159
11.24	-0.0105071
11.245	-0.0484137
11.25	-0.0858993
11.255	-0.120178
11.26	-0.183081
11.265	-0.259207
11.27	-0.304774
11.275	-0.302559
11.28	-0.241207
11.285	-0.188607
11.29	-0.168986
11.295	-0.183706
11.3	-0.225563
11.305	-0.251943
11.31	-0.242709
11.315	-0.192834
11.32	-0.098354
11.325	-0.00505934
11.33	0.0284882
11.335	0.00676043
11.34	-0.0607167
11.345	-0.10767
11.35	-0.115573
11.355	-0.100294
11.36	-0.0735194
11.365	-0.0500403
11.37	-0.0299402
11.375	-0.0173209
11.38	-0.0112671
11.385	-0.000106475
11.39	0.0391913
11.395	0.0802602
11.4	0.108836
11.405	0.102968
11.41	0.0763804
11.415	0.0483213
11.42	0.0214778
11.425	-0.00388262
11.43	-0.0285813
11.435	-0.0398741
11.44	-0.0360319
11.445	-0.0166028
11.45	-0.0101395
11.455	-0.0233137
11.46	-0.0445624
11.465	-0.0632175
11.47	-0.0565113
11.475	-0.0264084
11.48	0.0184109
11.485	0.0708933
11.49	0.113807
11.495	0.130999
11.5	0.123242
11.505	0.0922243
11.51	0.0429146
11.515	0.000495552
11.52	-0.0372067
11.525	-0.0735236
11.53	-0.114668
11.535	-0.134596
11.54	-0.125605
11.545	-0.0969438
11.55	-0.06217
11.555	-0.0461762
11.56	-0.0203384
11.565	0.0233256
11.57	0.089738
11.575	0.149735
11.58	0.184602
11.585	0.206509
11.59	0.223303
11.595	0.241136
11.6	0.240806
11.605	0.222632
11.61	0.189349
11.615	0.152082
11.62	0.121276
11.625	0.085542
11.63	0.037698
11.635	-0.0342641
11.64	-0.112618
11.645	-0.176931
11.65	-0.223307
11.655	-0.249444
11.66	-0.244808
11.665	-0.217341
11.67	-0.17462
11.675	-0.125133
11.68	-0.0891578
11.685	-0.0783151
11.69	-0.0947346
11.695	-0.13749
11.7	-0.184067
11.705	-0.203613
11.71	-0.199613
11.715	-0.173974
11.72	-0.128937
11.725	-0.0778299
11.73	-0.0399773
11.735	-0.025101
11.74	-0.0471935
11.745	-0.0815295
11.75	-0.10962
11.755	-0.131522
11.76	-0.152858
11.765	-0.180073
11.77	-0.19127
11.775	-0.175148
11.78	-0.120352
11.785	-0.0196076
11.79	0.0865352
11.795	0.17554
11.8	0.226367
11.805	0.195913
11.81	0.146721
11.815	0.108204
11.82	0.0957137
11.825	0.107058
11.83	0.114
11.835	0.106852
11.84	0.0796076
11.845	0.0217572
11.85	-0.0428578
11.855	-0.0878509
11.86	-0.105795
11.865	-0.0912857
11.87	-0.0561834
11.875	-0.005008
11.88	0.0594352
11.885	0.133494
11.89	0.176498
11.895	0.176586
11.9	0.143094
11.905	0.0877311
11.91	0.0520886
11.915	0.0284391
11.92	0.000828955
11.925	-0.0395885
11.93	-0.0801151
11.935	-0.0861062
11.94	-0.0719852
11.945	-0.0503757
11.95	-0.0537077
11.955	-0.0820335
11.96	-0.11244
11.965	-0.134094
11.97	-0.132328
11.975	-0.110704
11.98	-0.0929997
11.985	-0.0877115
11.99	-0.104186
11.995	-0.129481
12	-0.141743
12.005	-0.135136
12.01	-0.104792
12.015	-0.0404302
12.02	0.0404867
12.025	0.11647
12.03	0.166088
12.035	0.12447
12.04	0.0394438
12.045	-0.0441146
12.05	-0.101789
12.055	-0.119673
12.06	-0.137545
12.065	-0.154652
12.07	-0.165493
12.075	-0.151619
12.08	-0.129643
12.085	-0.122252
12.09	-0.131452
12.095	-0.152889
12.1	-0.162362
12.105	-0.162443
12.11	-0.153319
12.115	-0.13511
12.12	-0.0882498
12.125	-0.0231756
12.13	0.047797
12.135	0.112141
12.14	0.14247
12.145	0.146897
12.15	0.133406
12.155	0.106046
12.16	0.0589218
12.165	-0.0124758
12.17	-0.0775428
12.175	-0.114292
12.18	-0.0773163
12.185	-0.0236328
12.19	-0.00625026
12.195	-0.0345286
12.2	-0.101774
12.205	-0.142505
12.21	-0.152586
12.215	-0.137299
12.22	-0.106353
12.225	-0.0412597
12.23	0.0602143
12.235	0.173905
12.24	0.271598
12.245	0.262017
12.25	0.204312
12.255	0.131781
12.26	0.0675547
12.265	0.00147489
12.27	-0.0849276
12.275	-0.152534
12.28	-0.173986
12.285	-0.0971543
12.29	0.00024117
12.295	0.0579419
12.3	0.0566054
12.305	-0.0115167
12.31	-0.0543266
12.315	-0.0442066
12.32	0.00901687
12.325	0.0769031
12.33	0.106047
12.335	0.11681
12.34	0.117956
12.345	0.118976
12.35	0.120079
12.355	0.118116
12.36	0.113138
12.365	0.105333
12.37	0.0956892
12.375	0.0866632
12.38	0.0780182
12.385	0.0690676
12.39	0.0558713
12.395	0.036899
12.4	0.016453
12.405	-0.00221822
12.41	-0.0120798
12.415	-0.0140775
12.42	-0.0165038
12.425	-0.0211869
12.43	-0.0284224
12.435	-0.0264001
12.44	-0.0126317
12.445	0.0108823
12.45	0.0405642
12.455	0.0609958
12.46	0.0744991
12.465	0.0861448
12.47	0.101204
12.475	0.126115
12.48	0.145807
12.485	0.152784
12.49	0.141686
12.495	0.107986
12.5	0.06613
12.505	0.0192942
12.51	-0.0321311
12.515	-0.0927602
12.52	-0.143616
12.525	-0.161886
12.53	-0.138237
12.535	-0.0622835
12.54	0.0216938
12.545	0.0743018
12.55	0.0871019
12.555	0.0550182
12.56	0.0199274
12.565	0.00342806
12.57	-0.00059186
12.575	-0.00132969
12.58	-0.0179027
12.585	-0.0362675
12.59	-0.0513114
12.595	-0.0590756
12.6	-0.0603184
12.605	-0.0550779
12.61	-0.0367707
12.615	-0.00202299
12.62	0.0491932
12.625	0.0843115
12.63	0.0989687
12.635	0.0948284
12.64	0.0829426
12.645	0.0740769
12.65	0.0635214
12.655	0.048531
12.66	0.0249269
12.665	-0.00917858
12.67	-0.0422215
12.675	-0.0671472
12.68	-0.0756091
12.685	-0.0623437
12.69	-0.0488801
12.695	-0.0397856
12.7	-0.0386022
12.705	-0.039561
12.71	-0.0363502
12.715	-0.0283721
12.72	-0.0140552
12.725	0.016878
12.73	0.0591531
12.735	0.0956731
12.74	0.116773
12.745	0.108933
12.75	0.0868024
12.755	0.0556555
12.76	0.0152551
12.765	-0.0384541
12.77	-0.080481
12.775	-0.0907869
12.78	-0.0704577
12.785	-0.0258329
12.79	0.0124537
12.795	0.0453624
12.8	0.0723005
12.805	0.092398
12.81	0.0831522
12.815	0.0587665
12.82	0.0307609
12.825	0.00802091
12.83	-0.00575183
12.835	-0.0254739
12.84	-0.0492824
12.845	-0.0731061
12.85	-0.0787205
12.855	-0.062389
12.86	-0.0423794
12.865	-0.0271493
12.87	-0.027127
12.875	-0.0235626
12.88	-0.00592115
12.885	0.0237446
12.89	0.0575918
12.895	0.0652174
12.9	0.0526173
12.905	0.0289766
12.91	0.00597847
12.915	0.00296422
12.92	0.00666355
12.925	0.0129853
12.93	0.0186376
12.935	0.0284261
12.94	0.0409211
12.945	0.0478274
12.95	0.0427942
12.955	0.013579
12.96	-0.0203006
12.965	-0.0471019
12.97	-0.0632372
12.975	-0.0712346
12.98	-0.0803857
12.985	-0.084809
12.99	-0.0811461
12.995	-0.0641158
13	-0.0454713
13.005	-0.0329571
13.01	-0.0254056
13.015	-0.0195503
13.02	-0.0154969
13.025	-0.0211635
13.03	-0.0367997
13.035	-0.0617384
13.04	-0.0814638
13.045	-0.0845559
13.05	-0.0745194
13.055	-0.0558733
13.06	-0.0489667
13.065	-0.0595756
13.07	-0.072539
13.075	-0.0776214
13.08	-0.0560047
13.085	-0.0220165
13.09	0.00950071
13.095	0.0332148
13.1	0.0449238
13.105	0.0470329
13.11	0.0446442
13.115	0.0397505
13.12	0.0346799
13.125	0.0292097
13.13	0.0246817
13.135	0.0246519
13.14	0.0332009
13.145	0.0525189
13.15	0.060664
13.155	0.0519845
13.16	0.0231668
13.165	-0.0114811
13.17	-0.0254405
13.175	-0.019118
13.18	0.0048672
13.185	0.0305188
13.19	0.0381681
13.195	0.0329521
13.2	0.0189464
13.205	0.00518103
13.21	-0.00148412
13.215	-0.00404023
13.22	-0.00371228
13.225	-0.00196502
13.23	0.00136916
13.235	0.00526804
13.24	0.00893348
13.245	0.0113488
13.25	0.0113765
13.255	0.0102851
13.26	0.00790394
13.265	0.00403726
13.27	-0.0022039
13.275	-0.00935565
13.28	-0.0161606
13.285	-0.0214812
13.29	-0.0223014
13.295	-0.0202162
13.3	-0.0179143
13.305	-0.0168755
13.31	-0.0189835
13.315	-0.0214152
13.32	-0.0228195
13.325	-0.0229567
13.33	-0.0220763
13.335	-0.0198932
13.34	-0.0170758
13.345	-0.0141856
13.35	-0.0120526
13.355	-0.0122987
13.36	-0.013852
13.365	-0.0156928
13.37	-0.0167168
13.375	-0.0166637
13.38	-0.0170303
13.385	-0.0176845
13.39	-0.0184814
13.395	-0.0189225
13.4	-0.0190619
13.405	-0.0187742
13.41	-0.0180845
13.415	-0.0175094
13.42	-0.0172606
13.425	-0.0169362
13.43	-0.0165738
13.435	-0.0167176
13.44	-0.0169315
13.445	-0.0168573
13.45	-0.016587
13.455	-0.0164495
13.46	-0.0165611
13.465	-0.016468
13.47	-0.0162655
13.475	-0.0161367
13.48	-0.016302
13.485	-0.0162381
13.49	-0.0160993
13.495	-0.0160325
13.5	-0.0160137
13.505	-0.0158598
13.51	-0.0157
13.515	-0.015631
13.52	-0.0158163
13.525	-0.0158899
13.53	-0.015789
13.535	-0.0155412
13.54	-0.015364
13.545	-0.015301
13.55	-0.015385
13.555	-0.0154807
13.56	-0.0152195
13.565	-0.0150411
13.57	-0.0151612
13.575	-0.0153035
13.58	-0.0149758
13.585	-0.0147118
13.59	-0.0147637
13.595	-0.0149301
13.6	-0.0149792
13.605	-0.0147296
13.61	-0.0145457
13.615	-0.0144823
13.62	-0.0145538
13.625	-0.0145114
13.63	-0.0143931
13.635	-0.0142856
13.64	-0.0142292
13.645	-0.0142307
13.65	-0.0142135
13.655	-0.0141325
13.66	-0.0139759
13.665	-0.0137456
13.67	-0.0138005
13.675	-0.0138638
13.68	-0.0138198
13.685	-0.0135268
13.69	-0.0136562
13.695	-0.0137392
13.7	-0.0136308
13.705	-0.0131958
13.71	-0.0131334
13.715	-0.0132581
13.72	-0.0133712
13.725	-0.0133069
13.73	-0.0130858
13.735	-0.012997
13.74	-0.0129493
13.745	-0.0128938
13.75	-0.0128352
13.755	-0.0128541
13.76	-0.0127757
13.765	-0.0125876
13.77	-0.012471
13.775	-0.0124578
13.78	-0.0124457
13.785	-0.0124048
13.79	-0.0123128
13.795	-0.0121966
13.8	-0.0122176
13.805	-0.0122337
13.81	-0.0120063
